Date,Daily_Return,Cumulative_Return,Equity,ABN_NA_Equity_BPSO_IM_Equity_return,ACA_FP_Equity_BPSO_IM_Equity_return,BPSO_IM_Equity_ISP_IM_Equity_return,DNB_NO_Equity_NDA_FH_Equity_return,JYSK_DC_Equity_SYDB_DC_Equity_return
2022-02-21,0.0027495662056012285,0.028138540698301018,1028.138540698301,0.0038520266113831747,0.009895804416622966,0.0,0.0,0.0
2022-02-22,0.009461213302441696,0.0378659787363087,1037.8659787363088,0.027958513251720607,0.01934755326048787,0.0,0.0,0.0
2022-02-23,0.0,0.0378659787363087,1037.8659787363088,0.0,0.0,0.0,0.0,0.0
2022-02-24,0.0019174227018722066,0.039856006525438525,1039.8560065254385,-0.005255778071995176,0.014521217857706437,0.0,0.0,0.00032167372364977354
2022-02-25,0.005189142479162756,0.04525196750111227,1045.2519675011122,0.0027755356773266904,-0.00020506050116853025,0.0,0.0,0.02337523721965562
2022-02-28,-0.0036624346887355274,0.04142380043686722,1041.4238004368672,-0.02313720365094607,0.004825030207268433,0.0,0.0,0.0
2022-03-01,0.0037053151003303645,0.04528260377046944,1045.2826037704694,0.01852657550165182,0.0,0.0,0.0,0.0
2022-03-02,0.00038307596552678014,0.045683026413157135,1045.6830264131572,0.0,0.0019153798276339007,0.0,0.0,0.0
2022-03-03,0.004240810546504048,0.05011757001987016,1050.11757001987,0.0,0.02120405273252024,0.0,0.0,0.0
2022-03-04,0.0,0.05011757001987016,1050.11757001987,0.0,0.0,0.0,0.0,0.0
2022-03-07,0.011614916471793912,0.06231459788121407,1062.314597881214,0.03790040432258324,0.020174178036386325,0.0,0.0,0.0
2022-03-08,0.005860237799401303,0.06854001404257337,1068.5400140425734,0.0,0.02930118899700651,0.0,0.0,0.0
2022-03-09,0.0,0.06854001404257337,1068.5400140425734,0.0,0.0,0.0,0.0,0.0
2022-03-10,0.0,0.06854001404257337,1068.5400140425734,0.0,0.0,0.0,0.0,0.0
2022-03-11,0.0,0.06854001404257337,1068.5400140425734,0.0,0.0,0.0,0.0,0.0
2022-03-14,0.0,0.06854001404257337,1068.5400140425734,0.0,0.0,0.0,0.0,0.0
2022-03-15,0.0,0.06854001404257337,1068.5400140425734,0.0,0.0,0.0,0.0,0.0
2022-03-16,0.0,0.06854001404257337,1068.5400140425734,0.0,0.0,0.0,0.0,0.0
2022-03-17,0.0,0.06854001404257337,1068.5400140425734,0.0,0.0,0.0,0.0,0.0
2022-03-18,-0.0014655500570993853,0.06697401516398038,1066.9740151639803,0.0,0.0,-0.007327750285496926,0.0,0.0
2022-03-21,-0.002493817524820363,0.06431317666643643,1064.3131766664364,0.0,0.0,-0.015459145626930626,0.0,0.0029900580028288104
2022-03-22,5.787152036789149e-05,0.06437477008811765,1064.3747700881177,0.0,-0.0026073416151033424,-0.0029176218723039327,0.0,0.005814321089246732
2022-03-23,-0.006325588308391428,0.0576419734867013,1057.6419734867013,0.0,-0.005978250303551924,-0.025649691238405214,0.0,0.0
2022-03-24,-0.007418580224478211,0.04979577165761473,1049.7957716576148,0.0,-0.015485450288371339,-0.021607450834019715,0.0,0.0
2022-03-25,0.01602138930333812,0.06661495840433962,1066.6149584043396,0.0,0.019428712578683727,0.060678233938006865,0.0,0.0
2022-03-28,-9.429433306280561e-05,0.06651438265820198,1066.514382658202,0.010673218110445859,0.0,0.0,0.0,-0.011144689775759886
2022-03-29,0.00662080847820623,0.07357557012503424,1073.5755701250343,0.025490971577488475,0.0,0.0,0.0,0.007613070813542677
2022-03-30,0.002347829175595839,0.07609614217078065,1076.0961421707807,0.0,0.0,0.0,0.0,0.011739145877979196
2022-03-31,0.007831969062816801,0.0845240938648788,1084.5240938648788,0.0,0.0,0.0,0.0,0.03915984531408401
2022-04-01,0.0,0.0845240938648788,1084.5240938648788,0.0,0.0,0.0,0.0,0.0
2022-04-04,0.0,0.0845240938648788,1084.5240938648788,0.0,0.0,0.0,0.0,0.0
2022-04-05,-0.0036919646612322055,0.0805200692360748,1080.5200692360747,0.0,0.0,-0.018459823306161027,0.0,0.0
2022-04-06,0.00028706485831435645,0.08083024857665588,1080.8302485766558,0.0,0.0,0.0014353242915717823,0.0,0.0
2022-04-07,-0.002322451236772283,0.07832007302910804,1078.320073029108,0.0,0.0,-0.011612256183861414,0.0,0.0
2022-04-08,-0.006539023299672176,0.0712689129470665,1071.2689129470666,0.0,0.0,-0.03269511649836088,0.0,0.0
2022-04-11,-0.0019166955767791817,0.06921561656007968,1069.2156165600798,0.0,0.0,-0.009583477883895908,0.0,0.0
2022-04-12,0.007743663941726276,0.07749526297596665,1077.4952629759666,0.0,0.0,0.01004221032595587,0.0,0.028676109382675508
2022-04-13,-0.0034438246058932087,0.07378455827659658,1073.7845582765965,0.0,0.0,-0.017219123029466044,0.0,0.0
2022-04-14,0.00022283073409505862,0.07402383047797723,1074.0238304779773,0.0,0.0,0.001114153670475293,0.0,0.0
2022-04-19,0.007716590298227777,0.08231163234830885,1082.3116323483089,0.0,0.0,0.038582951491138884,0.0,0.0
2022-04-20,-0.009007440232608622,0.07256277500687447,1072.5627750068745,-0.028882337185060836,-0.01615486397798227,0.0,0.0,0.0
2022-04-21,-0.0031825204054535044,0.06914932208928515,1069.149322089285,0.0,-0.004903108356381303,0.0,0.0,-0.011009493670886217
2022-04-22,-0.0025807603278082515,0.06639010393433398,1066.3901039343339,0.0,0.004943905685491412,0.0,0.0,-0.01784770732453267
2022-04-25,0.003757618234345195,0.07039719083380303,1070.397190833803,0.0,0.0021205153645607044,0.0,0.0,0.01666757580716527
2022-04-26,0.006641222782653644,0.07750593704405695,1077.505937044057,0.0,-0.0035938860867317235,0.0,0.0,0.036799999999999944
2022-04-27,0.006924052681607496,0.08496664491689487,1084.966644916895,0.0,0.03462026340803748,0.0,0.0,0.0
2022-04-28,0.0,0.08496664491689487,1084.966644916895,0.0,0.0,0.0,0.0,0.0
2022-04-29,0.0,0.08496664491689487,1084.966644916895,0.0,0.0,0.0,0.0,0.0
2022-05-02,0.0,0.08496664491689487,1084.966644916895,0.0,0.0,0.0,0.0,0.0
2022-05-03,0.0,0.08496664491689487,1084.966644916895,0.0,0.0,0.0,0.0,0.0
2022-05-04,0.0,0.08496664491689487,1084.966644916895,0.0,0.0,0.0,0.0,0.0
2022-05-05,0.007797092025152464,0.09342622969153269,1093.4262296915326,0.03898546012576232,0.0,0.0,0.0,0.0
2022-05-06,0.0,0.09342622969153269,1093.4262296915326,0.0,0.0,0.0,0.0,0.0
2022-05-09,0.0,0.09342622969153269,1093.4262296915326,0.0,0.0,0.0,0.0,0.0
2022-05-10,-0.0003600663758723144,0.09303252367172399,1093.032523671724,0.0,0.0,0.0,0.0,-0.001800331879361572
2022-05-11,0.0034955208678133956,0.09685324166741727,1096.8532416674173,0.0,0.0,0.0,0.0,0.017477604339066977
2022-05-12,0.0,0.09685324166741727,1096.8532416674173,0.0,0.0,0.0,0.0,0.0
2022-05-13,0.0,0.09685324166741727,1096.8532416674173,0.0,0.0,0.0,0.0,0.0
2022-05-16,0.0,0.09685324166741727,1096.8532416674173,0.0,0.0,0.0,0.0,0.0
2022-05-17,0.0006154589760494211,0.09752830984041028,1097.5283098404102,0.0030772948802471056,0.0,0.0,0.0,0.0
2022-05-18,0.022748518790928783,0.12249545322039124,1122.4954532203913,0.11188810311031805,0.0,0.0,0.0,0.0018544908443258734
2022-05-19,-0.0010094446423344118,0.12136235619909308,1121.362356199093,0.0,0.0,0.0,0.0,-0.005047223211672058
2022-05-20,-0.0022527425225582934,0.11883621553608736,1118.8362155360874,0.0,0.0,0.0,0.0,-0.011263712612791466
2022-05-23,-0.004754060716217579,0.11351720023592571,1113.5172002359257,0.0,-0.011320773741653412,0.0,0.0,-0.012449529839434481
2022-05-24,0.0029493474027351145,0.1168013492983424,1116.8013492983423,0.0,0.02708504324768013,0.0,0.0,-0.012338306234004559
2022-05-25,0.0011064026169730569,0.11803698123384532,1118.0369812338454,0.0,0.004732412884965065,0.0,0.0,0.0007996001999002189
2022-05-26,0.0048091821350252145,0.1234138247102925,1123.4138247102926,0.02404591067512607,0.0,0.0,0.0,0.0
2022-05-27,-0.002647782638965368,0.12043926908885094,1120.439269088851,-0.002048567905646115,-0.011190345289180725,0.0,0.0,0.0
