Date,Daily_Return,Cumulative_Return,Equity,ABN_NA_Equity_BPSO_IM_Equity_return,ACA_FP_Equity_BBVA_SQ_Equity_return,ACA_FP_Equity_BPSO_IM_Equity_return,BAMI_IM_Equity_SAN_SQ_Equity_return,BBVA_SQ_Equity_BPSO_IM_Equity_return,BPSO_IM_Equity_ISP_IM_Equity_return,DNB_NO_Equity_NDA_FH_Equity_return,JYSK_DC_Equity_SYDB_DC_Equity_return,SHBA_SS_Equity_SYDB_DC_Equity_return
2021-02-11,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-12,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-17,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-18,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-19,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-22,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-23,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-24,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-25,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-04,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-09,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-15,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-16,-0.0005876017095833915,-0.0005876017095833852,999.4123982904166,0.0,0.0,0.0,0.0,0.0,-0.003982294921500888,-1.895893672059664e-05,-0.001287161528029039,0.0
2021-03-17,-0.0008697643799900111,-0.0014568550145367398,998.5431449854633,-0.0008366603619393013,0.0,0.0,-0.004985548089704935,0.0,0.0,-0.0014456452329622367,-0.0005600257353036286,0.0
2021-03-18,0.0016644916944118001,0.00020521175680343617,1000.2052117568035,0.006196867015002146,0.00034854528785071035,0.0,0.001636919058996595,0.0,0.004645289758381212,0.0012354507861865708,0.0009173533432889641,0.0
2021-03-19,0.0003377736858172861,0.0005430547577520706,1000.5430547577521,0.0,0.0019101010036833867,0.0,0.0,0.0,0.0,-0.00026666250504750905,0.0013965246737196973,0.0
2021-03-22,0.000437161149145083,0.0009804533093391576,1000.9804533093392,0.0,0.0,0.0,0.0,0.0,0.0,0.003934450342305747,0.0,0.0
2021-03-23,0.00034682834381179217,0.001327621702148285,1001.3276217021482,0.0,0.00216529020243785,0.0,0.0009561648918682797,0.0,0.0,0.0,0.0,0.0
2021-03-24,-0.00012174917190714861,0.0012057108933982708,1001.2057108933983,0.0,0.0,0.0,-0.0010957425471643375,0.0,0.0,0.0,0.0,0.0
2021-03-25,0.00021427185761929186,0.0014202411009303084,1001.4202411009303,0.0,0.0,0.0,1.1634659032231186e-05,0.0,0.0012836535238786304,0.0006331585356627654,0.0,0.0
2021-03-26,0.00040808575221311697,0.0018289064333014693,1001.8289064333014,0.0,0.0,0.0,0.002711555687163305,0.0,-0.000957721391168168,0.001918937473922916,0.0,0.0
2021-03-29,0.0002697900483332172,0.0020991899023898863,1002.0991899023899,0.0,0.0,9.362564644530335e-05,0.002140576676908895,0.0,0.0001939081116447566,0.0,0.0,0.0
2021-03-30,-0.0003172943382060379,0.001781229503112991,1001.781229503113,-0.004151554038363852,0.00046198879020848934,0.001941288921629603,0.0,0.0,-0.003529377731481006,0.0024220050141524245,0.0,0.0
2021-03-31,-9.054531851023924e-05,0.0016905229026100699,1001.69052290261,0.0,-0.0008149078665921532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.00014975832778686736,0.0018405344002800916,1001.8405344002801,0.0,-0.0009399537610563874,0.0011590387828682334,0.0011287399282699602,0.0,0.0,0.0,0.0,0.0
2021-04-06,0.0006028548038629978,0.0024444987791480965,1002.4444987791481,0.0,0.008060921284017114,-4.734575536799371e-05,-0.00258788229388214,0.0,0.0,0.0,0.0,0.0
2021-04-07,-0.000217330438021157,0.0022266370771364397,1002.2266370771364,0.0,0.0,-0.0008893570566050432,0.0,7.24872985172267e-05,0.0,-0.0011391041841025966,0.0,0.0
2021-04-08,-0.0006237840033427953,0.0016014641332036117,1001.6014641332036,0.0,0.0,-0.0026446860416376844,0.0,-0.002969369988447474,0.0,0.0,0.0,0.0
2021-04-09,-0.00021952203182106221,0.0013815905447220889,1001.3815905447221,-0.003099948345390516,0.0,-0.0012226349522388063,0.0,0.002346885011239762,0.0,0.0,0.0,0.0
2021-04-12,0.000543288870132812,0.0019256300176209162,1001.925630017621,0.0009788656298210152,0.001545270669370979,0.002365463532003314,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.00013195424968606576,0.002057838362371056,1002.0578383623711,0.0004063296115579455,0.0,0.0,0.0,0.0,0.0007812586356166463,0.0,0.0,0.0
2021-04-14,-0.0003079241250489668,0.0017492805792449495,1001.7492805792449,0.0,0.001204045670811717,0.0,0.0,0.0,-0.003975362796252419,0.0,0.0,0.0
2021-04-15,-0.00034411553727094294,0.001404563087347599,1001.4045630873476,0.0,-0.003097039835438487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,4.334728595103911e-05,0.0014479712572965653,1001.4479712572966,0.0,0.0006970673943970465,0.0,0.0,0.0,-0.00015681182603236772,-0.00015012999480532689,0.0,0.0
2021-04-19,0.0007212298282538602,0.002170245405611837,1002.1702454056118,0.0013223281222723357,0.003561212415807569,-0.000455636298239851,0.0,0.0032185720493747086,-0.0011222758832213756,-3.313195170864506e-05,0.0,0.0
2021-04-20,0.00017551104365774815,0.0023461373513056216,1002.3461373513056,0.0,0.0021620993865407467,-0.00021926646735249261,0.0,0.0,0.0,-0.0003632335262685206,0.0,0.0
2021-04-21,-0.00045210005574936746,0.0018929766067290466,1001.892976606729,-0.0023648978582019335,0.0,-0.0018951256357950005,0.0,0.0,0.0,0.00019112299225262677,0.0,0.0
2021-04-22,-0.0001322520804145464,0.0017604741762200504,1001.7604741762201,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011902687237309178,0.0,0.0
2021-04-23,6.349687962204799e-05,0.0018240828404589848,1001.824082840459,0.0,0.0,0.0,0.0,0.0,0.0,0.0005714719165984319,0.0,0.0
2021-04-26,0.00018224893629628327,0.002006664213912712,1002.0066642139127,0.0013405647684768952,0.0,0.0,0.0,0.0005950526810069798,0.0,-0.0002953770228173256,0.0,0.0
2021-04-27,-0.00010283553807649708,0.0019036223194419666,1001.903622319442,0.0,0.0,0.00012257167666665213,0.0,-0.0016588255631344777,0.0,0.0006107340437793517,0.0,0.0
2021-04-28,-0.0005837791378432341,0.0013187318866023645,1001.3187318866023,0.0,0.0,-0.00329469161309639,0.0,0.0,0.0,-0.0019593206274927176,0.0,0.0
2021-04-29,0.0003363168234773794,0.0016554922217988377,1001.6554922217988,0.0,0.0008525501243930152,0.0,-0.0031698256774268505,0.0,0.0,0.0053441269643302505,0.0,0.0
2021-04-30,0.00020549756303387423,0.0018613299844498776,1001.8613299844499,0.0,0.0035010805714352573,0.0,-0.0016516025041303892,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0003998824256601265,0.0022619567232591287,1002.2619567232591,0.0,0.0,0.0,0.003598941830941139,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,0.0022619567232591287,1002.2619567232591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,-5.7956593271611686e-05,0.002203869034681727,1002.2038690346817,0.0,-0.0005216093394445052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,-0.0002667148522591085,0.0019365663778185827,1001.9365663778186,-0.0014306996046245257,-2.903600221671393e-05,0.0,0.0,-0.0009406980634907367,0.0,0.0,0.0,0.0
2021-05-07,-0.0005604134654766602,0.001375067634467042,1001.3750676344671,0.0,-0.0028711671824592296,0.0,0.0,-0.002172554006830713,0.0,0.0,0.0,0.0
2021-05-10,-0.0002654866792723121,0.0011092158930547935,1001.1092158930547,-0.0024438813251030384,0.0,0.0,5.450121165222914e-05,0.0,0.0,0.0,0.0,0.0
2021-05-11,-0.0005562517871490559,0.0005523471025830062,1000.552347102583,-0.0013939179365043768,0.0,0.0,-0.0041294568331994635,0.0005171086853623362,0.0,0.0,0.0,0.0
2021-05-12,3.670674520119253e-07,0.0005527143727837025,1000.5527143727837,0.0,0.0,0.0,2.8328238524915528e-05,-2.50246314568082e-05,0.0,0.0,0.0,0.0
2021-05-13,-0.0005184104805659908,3.4017359294091776e-05,1000.0340173592941,0.0,0.0016544405269688209,0.0,-0.0018185151978960606,-0.0045016196541666775,0.0,0.0,0.0,0.0
2021-05-14,0.0005071412270985308,0.0005411758379978426,1000.5411758379978,0.0,0.0,0.0009684484841135512,-0.0005003953375812491,0.0040962178973544755,0.0,0.0,0.0,0.0
2021-05-17,-0.00036606335306387124,0.0001749143802920461,1000.1749143802921,0.0,0.0,0.0008620129491443459,-0.004156583126719187,0.0,0.0,0.0,0.0,0.0
2021-05-18,8.537849354881692e-05,0.00026030780776720164,1000.2603078077672,0.0,0.0,0.0,0.0007684064419393523,0.0,0.0,0.0,0.0,0.0
2021-05-19,-0.0004637144250888275,-0.00020352732580708466,999.796472674193,0.0,0.0,0.0,-0.004493995309163919,0.0,0.0,0.000320565483364471,0.0,0.0
2021-05-20,3.7583385132055854e-06,-0.00019976975221835946,999.8002302477817,0.0,0.0,0.0014052218195498933,0.0,0.0,0.0,-0.0013713967729310432,0.0,0.0
2021-05-21,5.642493805168606e-05,-0.00014335608616256046,999.8566439138374,0.0,0.0,0.0,0.0,0.0,0.0,0.0005078244424651746,0.0,0.0
2021-05-24,-7.4529124405898946e-06,-0.00015080793018285021,999.8491920698171,0.0,0.0,0.0,0.0,0.0,0.0,-6.707621196530905e-05,0.0,0.0
2021-05-25,0.0004323776241844672,0.0002815044880271067,1000.281504488027,0.0,0.0,0.0,0.0,0.0007998820275619874,0.0004034752809563947,0.0026880413091418228,0.0,0.0
2021-05-26,-2.4799074017951688e-05,0.000256698432958391,1000.2566984329584,0.0,0.0,0.0,0.0,-1.44115687693367e-05,-0.0002087800973922285,0.0,0.0,0.0
2021-05-27,-0.0004992318959187203,-0.0002426616150057459,999.7573383849942,0.0,0.0,0.0,0.0,-0.002864632278156759,-0.0016284547851117244,0.0,0.0,0.0
2021-05-28,0.0011156224672718039,0.0008726901335163184,1000.8726901335164,0.003687267155412878,0.0,0.0,0.0,0.002378565995814251,0.003974769054219105,0.0,0.0,0.0
2021-05-31,0.00016367623019990224,0.0010365092023474354,1001.0365092023475,0.0,0.0014730860717991202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0003821228891998304,0.001419028165438263,1001.4190281654382,0.0,0.0,0.0,0.0008538700069373356,0.0,0.0,0.002585235995861138,0.0,0.0
2021-06-02,-9.027764202266934e-05,0.0013286224168989058,1001.328622416899,0.0,0.0,0.0,-0.000812498778204024,0.0,0.0,0.0,0.0,0.0
2021-06-03,-2.867390435700636e-06,0.0013257512167841323,1001.3257512167842,0.0,0.0,0.0,-2.5806513921305726e-05,0.0,0.0,0.0,0.0,0.0
2021-06-04,-2.9703839190736768e-05,0.001296007997692472,1001.2960079976925,0.0,0.002377073777018255,0.0,-0.0026444083297348857,0.0,0.0,0.0,0.0,0.0
2021-06-07,-0.0004367631554440469,0.0008586787937059359,1000.858678793706,0.0,0.0,0.0,-0.0014655277241368305,0.0,-0.0024653406748595917,0.0,0.0,0.0
2021-06-08,-0.0006255890932250738,0.00023255252039300345,1000.232552520393,-0.0010701521166450838,0.0,0.0,-0.0019023610283627611,-0.0026577886940178197,0.0,0.0,0.0,0.0
2021-06-09,-0.0005506526308750372,-0.000318228166139245,999.6817718338608,-0.0007687875664672368,-0.0005724423893925015,0.0,-0.0013522602427521128,-0.002262383479263484,0.0,0.0,0.0,0.0
2021-06-10,0.0003656358560622825,4.7291334295040954e-05,1000.0472913342951,-4.372705719815324e-05,0.003334449761758696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,3.0126318923662384e-05,7.741907793268332e-05,1000.0774190779326,-0.0003339008895625258,0.0,0.0,0.0,0.0,0.0006050377598754873,0.0,0.0,0.0
2021-06-14,-6.735599724035738e-05,1.0057866053125863e-05,1000.0100578660531,0.0,0.002290796246638186,-0.0012788894846426776,0.0,0.0,-0.00255253565036992,0.0009344249132111948,0.0,0.0
2021-06-15,-0.00037059283636613075,-0.0003605386976860414,999.639461302314,0.0,0.0,0.0,0.0,0.0,-0.0016964549384997699,-0.0016388805887954069,0.0,0.0
2021-06-16,-9.344813522819399e-05,-0.00045395314124518915,999.5460468587548,-0.00018984037710590413,0.0,0.0,0.0,0.0011262931756129244,0.0,-0.0017774860155607664,0.0,0.0
2021-06-17,-0.0010706924325501093,-0.0015241595296021648,998.4758404703979,-0.006622265965624773,0.0,0.0,-0.000544933211918699,-0.006441915149397977,0.0,0.003972882433990467,0.0,0.0
2021-06-18,0.0007343548838285479,-0.0007909239197678719,999.2090760802321,0.0017362716436222793,0.0,0.0,0.0013485087515625205,0.003416177983359797,0.0,0.00010823557591233515,0.0,0.0
2021-06-21,0.00037215593509556114,-0.00041906233170330154,999.5809376682967,0.0,-2.7401099036314056e-05,0.0,0.002612096813026949,0.0,0.0,0.000764707701869415,0.0,0.0
2021-06-22,-7.114807503182223e-05,-0.000490180591256939,999.509819408743,0.0,-0.0006403326752864001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23,0.00047786110319245225,-1.25537263027109e-05,999.9874462736973,0.002240511349927091,-0.0013941520012444738,0.0,0.0,0.0034543905800494532,0.0,0.0,0.0,0.0
2021-06-24,0.0005082214687510695,0.0004956613623752215,1000.4956613623752,0.0,5.884631348566392e-05,0.0,0.0,0.0,0.0030945759991787224,0.0014205709060952395,0.0,0.0
2021-06-25,-0.00018110737564365254,0.000314464218802879,1000.3144642188029,2.9972820622356557e-05,-0.004259305020047982,0.0,0.0,0.0,0.0,0.0,0.0,0.002599365818632753
2021-06-28,0.0006204867975039823,0.0009351461372029135,1000.9351461372029,0.0033035203360714353,0.002280860841464405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-29,0.0,0.0009351461372029135,1000.9351461372029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,4.478042386082413e-06,0.0009396283672129524,1000.939628367213,0.0,4.030238147474172e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.00035072259175021847,0.0012906805078594097,1001.2906805078594,0.0,0.002875800329553863,0.0,0.0,0.0,0.0002807029961981039,0.0,0.0,0.0
2021-07-02,9.70186112961636e-05,0.00138782433918605,1001.3878243391861,0.0,0.0,0.0,0.0,0.0,0.0008731675016654725,0.0,0.0,0.0
2021-07-05,-0.00015873964417898668,0.0012288643922653275,1001.2288643922653,0.0,0.0,0.0,0.0,0.0,-0.0014286567976108803,0.0,0.0,0.0
2021-07-06,9.740094940840553e-05,0.0013263850342322137,1001.3263850342322,0.0,0.0,0.0,0.0,0.0,0.0008766085446756498,0.0,0.0,0.0
2021-07-07,-0.00022432239712854137,0.0011017650992333206,1001.1017650992334,0.0,0.0,0.0,0.0,0.0,0.0005563464616965432,0.0,0.0,-0.0025752480358534153
2021-07-08,-0.0007132225073518835,0.0003877567882148991,1000.3877567882149,-0.0010616764556353627,-0.0024593369357561973,0.0,0.0,0.0,-0.0028979891747753913,0.0,0.0,0.0
2021-07-09,1.61616536749343e-05,0.00040392470868066965,1000.4039247086806,-0.0013654197453281166,0.0015108746284025253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,0.0004930646205691221,0.0008971884902331251,1000.8971884902331,0.0,0.0,0.0,0.000651052160490322,0.0,0.0037865294246317775,0.0,0.0,0.0
2021-07-13,1.4523044205735951e-05,0.0009117245643468497,1000.9117245643469,0.0,0.0,0.0,-0.001157699990446358,0.0,0.0,0.0,0.0,0.0012884073882979815
2021-07-14,0.0005806213781477396,0.0014928753092677827,1001.4928753092678,0.0,0.0,0.0,0.0031718991621453967,0.0,0.0,0.0,0.0,0.00205369324118426
2021-07-15,0.0,0.0014928753092677827,1001.4928753092678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,-0.00011830993815226969,0.0013743887491299844,1001.3743887491299,-0.0014679925196547784,0.0015907668526267606,-0.001372388452350745,0.0,0.0001848246760083354,0.0,0.0,0.0,0.0
2021-07-19,4.977956245930122e-05,0.0014242367280596913,1001.4242367280597,0.0007618977512928801,0.0,-0.0005122069522901927,0.0,2.2494473606154784e-05,0.0,0.00017583078952486882,0.0,0.0
2021-07-20,0.0009677832178714006,0.002393398298334848,1002.3933982983349,0.006063083379622769,0.0,0.0025884253516675055,0.0,0.001442450373690382,0.0,-0.0013839101441380517,0.0,0.0
2021-07-21,0.00021679912203772777,0.002610716307022365,1002.6107163070224,0.0,0.0,0.0,0.00179414975445262,0.0,0.00015704234388693006,0.0,0.0,0.0
2021-07-22,-4.426440229831134e-05,0.0025663363429271335,1002.5663363429271,0.0,0.0,0.0,0.0,0.0,-0.00039837962068480203,0.0,0.0,0.0
2021-07-23,9.564634123057837e-05,0.002662228144839185,1002.6622281448392,0.0,0.0,0.0,0.0,0.0,0.0008608170710752053,0.0,0.0,0.0
2021-07-26,-0.0004601419524781877,0.002200861189504355,1002.2008611895044,0.0,0.0,0.0,0.0,0.0,-0.004141277572303689,0.0,0.0,0.0
2021-07-27,2.0015368774954432e-05,0.00222092060932777,1002.2209206093278,0.0,-0.0006438285510153046,0.0,0.0,0.0,0.00034489108460827563,0.0004790757853816189,0.0,0.0
2021-07-28,0.0004540961389096901,0.0026760252597108902,1002.6760252597109,0.0,0.001661614551082022,-0.0031445859394864124,0.005456654238317966,0.0,-0.0023529428192722865,0.002466125219545922,0.0,0.0
2021-07-29,0.0011044298086779953,0.0037834105504543913,1003.7834105504544,0.004909278730384132,0.0009786563342358155,0.004051933213482012,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,-0.00033700178338648775,0.0034451337509651125,1003.4451337509652,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005899242313142353,0.0,-0.0024430918191641546
2021-08-02,-3.261210229086804e-05,0.0034124092956200336,1003.41240929562,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002935089206178124,0.0,0.0
2021-08-03,0.00020093789156538092,0.0036140328695142276,1003.6140328695142,0.0,0.0,0.0,0.0,0.0,0.0,0.0018084410240884283,0.0,0.0
2021-08-04,-0.0004149476621603887,0.003197585572863648,1003.1975855728637,0.0,0.0,0.0,0.0,-0.0034567737672950363,0.0,-0.00027775519214846215,0.0,0.0
2021-08-05,-0.00025137051769256926,0.002945411276430221,1002.9454112764303,-0.0028444163767236195,-0.00015450536952024167,0.0007768039819456172,0.0,0.0006110867017678136,0.0,-0.000651303596702693,0.0,0.0
2021-08-06,-5.2485547146643676e-05,0.0028927711377610965,1002.8927711377611,-0.0006978398498026371,0.0014325640246468005,-0.0004936260760915564,0.0,0.0009820992544690523,0.0,-0.0016955672775414525,0.0,0.0
2021-08-09,7.147774514803886e-05,0.0029644556516672527,1002.9644556516672,-9.30142832167081e-05,0.00012117943004614649,0.001664097387992033,-9.494437725874962e-05,0.0,0.0,-0.0009540184512303718,0.0,0.0
2021-08-10,0.0007844675121482282,0.0037512486829653913,1003.7512486829654,-0.002531195966832494,0.002092241846605918,0.0,0.004719099632017545,0.0,0.0,0.0027800620975430854,0.0,0.0
2021-08-11,-0.001061395926808343,0.002685871196084433,1002.6858711960845,-0.01009862688307921,0.0,0.0,0.0,0.001186112201913013,0.0,-0.000640048660108891,0.0,0.0
2021-08-12,-0.0004106204946222442,0.002274147827703077,1002.2741478277031,-0.0019046748149263919,0.0,0.0,0.0,-0.001573258119497467,0.0,-0.00021765151717633916,0.0,0.0
2021-08-13,0.0001443634855269463,0.0024188396171369586,1002.418839617137,0.0,0.0,0.0,0.0,0.0010910276954598996,0.0,0.0002082436742826174,0.0,0.0
2021-08-16,-7.099871388787618e-06,0.0024117225722979363,1002.4117225722979,0.0005410125455206456,0.0,0.0,0.0,0.0011793896864012126,0.0,-0.001784301074420947,0.0,0.0
2021-08-17,-0.0005849892690140668,0.0018253224714592786,1001.8253224714592,-0.003952246984191208,0.0,0.0,0.0,-0.0006636183614889344,0.0,-0.0006490380754464598,0.0,0.0
2021-08-18,-0.0003772651075022508,0.0014473687334786156,1001.4473687334786,0.000654258029006612,0.0,0.0,0.0,-0.0036234232677126144,0.0,-0.00042622072881425504,0.0,0.0
2021-08-19,0.0008440726091708748,0.002292663026952857,1002.2926630269528,0.001152764017531706,0.0021848700355776834,0.0,-7.337651427549052e-05,0.004449881811778363,0.0,0.0,0.0,-0.00011748586807438858
2021-08-20,6.061790539358498e-07,0.002293270595771002,1002.293270595771,0.0,0.0,0.0,-0.0009213837493960732,0.0,0.0,0.003583625209290732,0.0,-0.0026567858484092357
2021-08-23,-0.00028497293586107574,0.0020076441398555467,1002.0076441398555,0.0,-0.0017951800885903978,0.0,-0.0007695763341592841,0.0,0.0,0.0,0.0,0.0
2021-08-24,-0.000672411383275224,0.001333882793807195,1001.3338827938072,0.0,-0.0031556871267051753,0.0,0.00025511769094357933,-0.00315113301371542,0.0,0.0,0.0,0.0
2021-08-25,-0.00048568412680838184,0.000847550821298837,1000.8475508212988,0.0,0.00345968637077554,0.0,-0.003326336153247212,0.0,-0.004504507358803765,0.0,0.0,0.0
2021-08-26,-0.00041949592778732877,0.0004276993493934622,1000.4276993493935,0.0,0.0,0.0,-0.00013495765069299564,0.0,-0.0020149584442602344,0.0,-0.0016255472551327292,0.0
2021-08-27,-0.0002342390222182812,0.00019336014329773832,1000.1933601432977,0.0,0.0,0.0,-0.0021699173404605906,0.0,0.0021112856974138026,0.0003926843707743093,-0.0018508957735897758,-0.0005913081541022764
2021-08-30,-1.698934540185143e-06,0.00019166088025124317,1000.1916608802512,0.0,0.0,0.0,-0.0012389149993981467,0.0,0.0,0.001185756660662223,-0.0005752735575779703,0.000613141485452228
2021-08-31,0.0005739606773591782,0.0007657315634190809,1000.7657315634191,0.0,0.0,0.0,-0.0011887011040304458,0.002124829578597765,0.0,0.0,0.0033510897892734897,0.0008784278323917943
2021-09-01,1.4536702805908032e-05,0.0007802793974371891,1000.7802793974372,0.0011605330247883847,0.0010058579287395002,0.0,0.0015045027539961778,0.0,0.0,0.0,0.0,-0.0035400633822708903
2021-09-02,0.00014389307329690744,0.0009242847475345872,1000.9242847475346,0.0004640247009841672,-0.0011097520905686868,0.0,0.0,0.0008725831634192054,0.0,0.0,0.0,0.0010681818858374811
2021-09-03,0.00019423269845400662,0.0011186969723093743,1001.1186969723094,0.0,0.0036981185664219773,0.0,-0.0001172566833585857,-0.0015488218167265485,0.0,0.0,0.0,-0.00028394578025078365
2021-09-06,0.0001592366732003949,0.0012781117830940047,1001.278111783094,0.0013427905535529424,0.0013118966679217575,0.0,3.510640582701522e-05,0.002191541383827998,0.0,0.0,0.0,-0.0034482049523261588
2021-09-07,-0.0002457845827560318,0.0010320130601666477,1001.0320130601666,0.0,0.0,0.0,0.003798508595958667,-0.007124119736649472,0.0,0.0,0.0,0.0011135498958865194
2021-09-08,-0.00020247152292593467,0.0008293325839847654,1000.8293325839848,-0.001434771873193006,0.0,0.0,0.0,-0.0010425310921550969,0.0,0.0,0.0,0.0006550592590146905
2021-09-09,0.0003651497127582992,0.0011947851272979815,1001.194785127298,0.0023730430283507,0.0,0.0,0.0,0.0,0.0009133043864739933,0.0,0.0,0.0
2021-09-10,-7.398738883876739e-05,0.0011207093394274281,1001.1207093394274,0.0,0.0,0.0,0.0,0.0,-0.0006658864995489066,0.0,0.0,0.0
2021-09-13,-0.00024933157099364173,0.0008710983402135941,1000.8710983402136,0.0,0.0,0.0,0.0,0.0,-0.0022439841389427758,0.0,0.0,0.0
2021-09-14,-0.0001313471635351033,0.0007396367603822451,1000.7396367603823,0.0,0.0,0.0,0.0,-0.0010837484624916323,0.0,-9.837600932429727e-05,0.0,0.0
2021-09-15,-0.0005897980890982854,0.0001494024349359968,1000.149402434936,0.0,0.0,0.0,0.0,-0.0034109782360537237,0.0,-0.001897204565830845,0.0,0.0
2021-09-16,0.00011112754373305838,0.0002605465813947383,1000.2605465813947,0.003526320931828692,-0.0027558002673644605,0.0,0.0,0.00022962722913329433,0.0,0.0,0.0,0.0
2021-09-17,0.0001148933868267772,0.0003754699033005071,1000.3754699033005,0.002859107903295883,0.0,0.0,0.0,-0.0018250674218548881,0.0,0.0,0.0,0.0
2021-09-20,0.0009649831529408984,0.0013408153783724952,1001.3408153783724,0.0,0.0,0.0,0.00043729243686577905,0.008247555939602308,0.0,0.0,0.0,0.0
2021-09-21,0.0001240028297624928,0.0014649844730361128,1001.4649844730361,0.0,0.001044439990962068,0.0,-0.0005242477432473395,0.0,0.0,0.0,0.0,0.0005958332201477069
2021-09-22,0.00012872164026691185,0.0015938946885074579,1001.5938946885075,0.0,-0.000979905107778252,0.0,0.000971217556790135,0.0,0.0,0.0,0.0,0.0011671823133903236
2021-09-23,0.0004199129368664329,0.0020144769223735537,1002.0144769223735,0.0,0.00023241531537607744,0.0,0.0006423148104213005,0.0,0.002904486306000518,0.0,0.0,0.0
2021-09-24,0.0002319995273967373,0.0022469438074641523,1002.2469438074642,0.0,0.002033414122433289,5.458162413734667e-05,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-27,-0.0004162439197822736,0.0018297646109839416,1001.829764610984,0.0,0.002053059016039234,-0.0039359627404784835,0.0,-0.0018632915536012137,0.0,0.0,0.0,0.0
2021-09-28,-0.0001462310023155697,0.0016832660403551802,1001.6832660403552,-0.0014403190112169863,0.0,0.0,0.0,-1.833849869655059e-05,0.0001425784890734097,0.0,0.0,0.0
2021-09-29,-0.0006017277488242819,0.001080525423645673,1001.0805254236457,-0.0044922747639838416,0.0,0.0,0.0,-0.0019634534678112173,-0.002334868154718918,0.0033750466470954393,0.0,0.0
2021-09-30,0.00045083898097375883,0.0015318515476003824,1001.5318515476004,0.0011509227110615588,0.0,0.0,0.0,0.0,0.002906628117702271,0.0,0.0,0.0
