Dates,ABN NA Equity,ACA FP Equity,AIBG ID Equity,AZA SS Equity,BAMI IM Equity,BARC LN Equity,BBVA SQ Equity,BCP PL Equity,BCVN SE Equity,BG AV Equity,BGN IM Equity,BIRG ID Equity,BKT SQ Equity,BMPS IM Equity,BNP FP Equity,BPE IM Equity,BPSO IM Equity,CABK SQ Equity,CBK GY Equity,CMBN SE Equity,DANSKE DC Equity,DBK GY Equity,DNB NO Equity,EBS AV Equity,FBK IM Equity,GLE FP Equity,HSBA LN Equity,INGA NA Equity,INVP LN Equity,ISP IM Equity,JYSK DC Equity,KBC BB Equity,LLOY LN Equity,NDA FH Equity,NWG LN Equity,PEO PW Equity,PKO PW Equity,RBI AV Equity,RILBA DC Equity,SAB SQ Equity,SAN SQ Equity,SB1NO NO Equity,SEBA SS Equity,SHBA SS Equity,SPL PW Equity,STAN LN Equity,SWEDA SS Equity,SYDB DC Equity,UCG IM Equity
6/1/2021,8.0743,12.454,2.742,280,2.958,185.58,5.226,0.1623,84.6,46.36,33.59,5.364,4.689,25.62951,56.71,2.034,4.164,2.853,6.698,102.2,114.25,12.454,186.1,34.05,13.73,26.53,446.3,11.642,286.9531389,2.4455,318.6,67.92,49.78,8.98,224.7539499,96.7,39.95,19.88,618,0.6428,3.478,116.3,107.5,90.26341954,269.0,502.4,151.02,197.0,10.576
6/2/2021,8.141,12.38,2.752,272.3,2.971,186.44,5.249,0.1622,85.0,46.44,33.43,5.424,4.679,25.8274615,57,2.044,4.194,2.871,6.815,103.0,114.85,12.452,188.0,34.29,13.71,26.62,451.7,11.614,289.8592308,2.4725,322.4,68.42,50.0,9.063,225.7231811,97.26,40.09,20.34,614,0.6408,3.475,114.6,108.45,90.55082164,271.3,505.0,153,199.2,10.54
6/3/2021,8.183,12.328,2.745,265.1,2.998,186.34,5.286,0.16,83.7,46.66,33.54,5.376,4.7,25.8066245,57.44,2.035,4.158,2.864,6.855,103.7,114.75,12.536,188.5,34.56,13.855,26.75,449.3,11.65,286.2969246,2.476,322.3,68.74,49.55,9.163,226.2616429,97.26,40.09,20.36,617,0.657,3.506,114.5,108.95,90.76158318,271.3,504.4,153.72,199.0,10.576
6/4/2021,8.041,12.368,2.68,264.4,2.995,183.96,5.217,0.1607,84.5,46.28,33.69,5.25,4.599,26.1400165,57.11,2.022,4.14,2.82,6.78,104.9,113.85,12.374,188.85,34.01,13.88,26.52,443.95,11.342,292.2965982,2.4805,325.6,67.7,48.935,9.159,223.569334,97.4,40.4,20.26,624,0.6348,3.4425,114.4,108.4,89.7652559,273.7,495.9,154.28,207.0,10.494
6/7/2021,8.0584,12.49,2.698,260.8,3.04,186.98,5.328,0.1601,83.5,46.76,33.99,5.35,4.572,26.3067125,57.57,2.049,4.08,2.863,6.81,105.7,114.55,12.372,188.6,34.73,14.08,26.735,445.5,11.338,289.9529757,2.4855,323.8,69.02,49.63,9.113,226.0462582,98.04,39.7,20.74,624,0.6496,3.461,114,108.7,89.55449436,264.4,499.5,152.94,204.0,10.858
6/8/2021,7.9468,12.26,2.629,260.5,3.023,185.16,5.313,0.1554,82.9,46,34.4,5.14,4.506,26.2858755,56.68,2.036,3.994,2.812,6.72,105.2,113.1,12.282,186.65,34.24,14.04,26.31,444.3,11.2,286.4844144,2.46,317.6,67.9,48.9,9.111,224.2154881,97.14,39.64,20.72,638,0.645,3.3985,112.7,108.6,89.11381114,259.1,503.2,151.96,202.2,10.742
6/9/2021,7.7932,12.102,2.638,257.7,3.034,180.5,5.265,0.1557,82.2,45.04,34.37,5.184,4.451,26.004576,56.23,2.053,3.896,2.778,6.62,104.9,113.35,12.018,186.45,33.9,13.94,26.175,438.1,11.032,281.2347,2.4535,311.9,67.4,48.235,9.104,219.8001014,95.8,39.14,20.72,636,0.6356,3.381,112.2,108.15,88.7114482,263.4,497.3,151.52,199.9,10.766
6/10/2021,7.7395,12.392,2.608,255.9,3.028,179.06,5.273,0.1568,82.3,46,34.28,5.178,4.478,25.83788,56.09,2.038,3.868,2.784,6.638,105.7,114.7,11.896,187.4,33.8,13.895,26.4,436.15,11.052,279.9222714,2.439,313.5,67.78,48.275,9.273,218.9385626,99.08,40.13,20.52,645,0.6436,3.446,113.6,108.3,89.2862524,261.0,497.5,153,199.2,10.8
6/11/2021,7.741,12.424,2.565,262.9,3.029,180.4,5.246,0.1566,82.8,45.96,34.34,5.096,4.468,25.921228,56.32,2.031,3.86,2.769,6.52,106.7,114.7,11.694,186.7,33.41,13.98,26.38,436.95,11.138,283.0158531,2.425,309.0,67.7,48.395,9.307,220.7693327,98.12,39.86,20.42,645,0.64,3.4345,112.8,108.8,89.99517758,254.1,493.8,154,197.9,10.78
6/14/2021,7.7671,12.458,2.58,262.9,3.007,179.4,5.343,0.1571,82.9,46.58,34.7,5.13,4.51,25.5565805,56.45,2.041,3.84,2.804,6.43,105.7,115.45,11.568,189.0,33.71,13.925,26.38,439.45,11.21,285.7344552,2.45,312.5,68.02,47.84,9.363,220.877025,100.55,40.5,20.66,641,0.6404,3.4375,115,108.85,90.55082164,260.0,491.3,154.56,198.8,10.74
6/15/2021,7.7323,12.458,2.529,263.5,2.962,179.22,5.37,0.1547,82.8,46.34,34.45,5.118,4.435,25.0356555,56.47,2.009,3.8,2.776,6.43,105.5,115.1,11.592,187.9,33.84,14.065,26.265,436.15,11.238,286.2969246,2.451,308.8,68.16,47.915,9.412,221.8462562,99.1,40.3,20.64,633,0.6372,3.426,114.1,109.35,90.9148643,253.5,489.5,154.9,196.8,10.66
6/16/2021,7.7091,12.254,2.476,267.7,2.908,177.12,5.309,0.1507,83.1,45.98,35.28,5.012,4.358,25.0564925,55.74,1.981,3.784,2.718,6.272,106.1,114.0,11.324,186.0,33.77,14.385,25.635,438.05,11.236,283.7658123,2.415,306.9,67.1,47.695,9.372,220.9847174,98.5,40.46,20.44,628,0.6096,3.364,114.2,109.0,90.5316615,259.3,485.3,154.1,193.5,10.444
6/17/2021,7.6845,12.3,2.436,259.9,2.896,178.82,5.397,0.1509,82.3,45.96,35.31,5.018,4.328,24.816867,56.31,1.9665,3.692,2.695,6.329,106.9,113.6,11.342,187.95,33.5,14.3,25.89,439.4,11.202,279.0785673,2.4165,307.8,66.8,47.95,9.35,221.3077944,98.9,40.35,20.38,630,0.6022,3.362,116.4,109.8,91.8728713,258.0,485.4,154.14,195.1,10.472
6/18/2021,7.5207,11.798,2.286,262.3,2.858,171.86,5.222,0.1451,81.1,45.2,35.13,4.665,4.23,24.5772415,53.74,1.922,3.654,2.591,6.148,105.4,110.95,10.958,185.85,32.33,14.035,25.01,429.4,10.944,277.7661387,2.344,304.0,63.4,46.43,9.239,217.5385619,99.36,40.5,19.85,623,0.5886,3.2885,114.3,108.1,91.54714892,255.1,468.7,152.2,191.5,10.022
6/21/2021,7.5395,11.832,2.247,260.9,2.899,172.94,5.238,0.1452,82.7,45.24,35.25,4.577,4.206,24.5980785,53.86,1.9405,3.652,2.615,6.157,106.1,112.15,11.012,189.0,32.24,14.235,24.835,426.55,11.102,275.9849856,2.3665,306.3,63.32,46.995,9.35,217.9693314,98.5,40.48,19.79,627,0.591,3.28,117,109.85,92.4476755,261.5,471.6,154.58,193.7,10.208
6/22/2021,7.5018,11.872,2.193,264.2,2.85,172.54,5.278,0.1436,82.8,46.22,35.5,4.49,4.273,24.566823,53.98,1.915,3.568,2.615,6.187,106.4,111.4,10.916,189.6,32.24,14.5,24.57,423.75,11.186,277.2974142,2.342,304.7,62.98,46.765,9.278,219.4770244,98.96,40.36,19.77,634,0.5946,3.2875,119.1,110.85,92.48599578,262.2,466.1,155.76,193.7,10.104
6/23/2021,7.5511,11.744,2.216,258.2,2.842,172.8,5.27,0.1422,81.6,46.42,35.41,4.402,4.279,24.7022635,53.48,1.8895,3.644,2.595,6.168,105.3,111.25,10.84,195.6,31.98,14.59,24.66,420.9,11.13,275.9849856,2.316,303.7,63.38,47.0,9.379,220.9847174,98.94,40.13,19.7,632,0.5922,3.2755,119.5,111.05,92.67759718,268.9,463.2,158.52,191.2,10.088
6/24/2021,7.6497,11.882,2.238,262.3,2.81,174.4,5.33,0.1424,81.2,46.38,36.1,4.552,4.329,24.58766,54.1,1.9105,3.642,2.635,6.21,105.9,111.9,11.008,195.8,32.28,14.725,25.435,424.6,11.19,280.3909959,2.364,307.0,64.1,47.195,9.476,225.077027,102.75,41.26,19.85,640,0.5972,3.318,118.5,113.5,94.19124824,271.9,465.1,161.3,192.5,10.366
6/25/2021,7.77,11.95,2.25,262.3,2.84,174.84,5.431,0.1445,81.9,46.94,36.65,4.602,4.353,24.37929,54.46,1.902,3.7,2.65,6.255,106.4,113.3,11.104,198.2,32.42,14.8,25.4,427.55,11.252,282.8283633,2.3855,309.4,64.96,47.22,9.476,223.6770263,102.7,40.78,20.02,649,0.6012,3.3555,118.9,113.5,94.19124824,267.7,469.2,161.3,195.7,10.422
6/28/2021,7.4062,11.782,2.191,264.1,2.76,171.52,5.277,0.1419,81.0,46.22,36.14,4.457,4.266,24.2021755,53.2,1.8415,3.608,2.584,6.097,104.9,111.8,10.91,193.75,31.85,14.7,24.775,420.4,10.974,276.1724754,2.3295,304.0,63.78,46.505,9.375,219.4770244,102.75,40.92,19.51,643,0.577,3.2625,117,111.6,93.5014832,272.0,460.4,160.56,192.7,10.1
6/29/2021,7.4236,11.962,2.231,270.4,2.737,173.2,5.292,0.1369,81.6,45.82,36.48,4.6,4.259,24.1813385,53.57,1.8265,3.7,2.606,6.07,104.5,110.65,11.076,192.0,31.68,14.76,25.09,421.3,11.22,274.9537917,2.3565,302.9,64.5,46.79,9.441,219.8001014,99.1,39.96,19.44,639,0.5742,3.274,115.6,111.5,93.5972839,268.8,460.0,160.44,192.6,10.1
6/30/2021,7.3859,11.814,2.173,266.9,2.713,171.12,5.228,0.135,83.1,44.88,35.98,4.517,4.239,24.045898,52.87,1.8355,3.658,2.594,5.982,103.7,110.35,10.986,187.6,30.94,14.7,24.86,417.3,11.14,270.2665467,2.3295,303.4,64.3,46.69,9.398,218.8308702,93.0,37.83,19.1,636,0.5742,3.2195,113.7,110.55,92.50515592,254.4,461.0,159.24,193.1,9.95
7/1/2021,7.5265,11.988,2.203,271,2.76,175.3,5.409,0.1372,83.3,47.1,36.01,4.6,4.3,23.9521315,53.48,1.8465,3.692,2.614,6.004,103.8,112.8,11.11,186.45,31.9,14.705,25.7,423.35,11.326,271.0165059,2.3555,306.5,65.66,47.62,9.454,222.8154875,94.32,38.59,19.48,648,0.5804,3.2895,114.6,111.45,92.98415942,256.4,467.6,160.96,195.8,10.2
7/2/2021,7.3989,11.852,2.155,273.8,2.717,172.36,5.295,0.1345,83.4,46.78,36.1,4.589,4.217,23.879202,52.47,1.8335,3.64,2.561,5.915,103.0,112.15,10.918,186.85,31.57,14.7,25.07,416.65,11.128,272.1414447,2.336,305.8,64.82,46.825,9.445,217.9693314,94.24,38.01,19.27,651,0.5646,3.2225,116.3,111.15,93.07996012,257.9,456.5,159.9,195.3,10.01
7/5/2021,7.5453,12.05,2.2,270,2.761,177.7,5.429,0.1351,83.2,47,36.25,4.692,4.305,23.9104575,53.63,1.848,3.726,2.606,6.012,103.2,114.15,11.078,192.6,31.79,14.84,25.685,423.1,11.286,273.5476182,2.369,311.0,65.94,47.71,9.524,222.8154875,94.48,38.2,19.49,656,0.5828,3.2655,116.1,112.3,94.1720881,256.3,459.4,160.9,197.8,10.184
7/6/2021,7.2511,11.712,2.1,275.8,2.674,171.52,5.284,0.1328,81.9,45.98,36.22,4.461,4.182,23.6187395,51.92,1.799,3.628,2.526,5.825,102.8,110.65,10.62,188.7,31.21,14.7,24.895,416.5,10.928,268.5791385,2.3205,301.3,64.72,46.44,9.381,217.5385619,91.46,37.29,18.94,645,0.5506,3.162,113.8,110.3,92.71591746,250.9,450.9,158.58,193.1,9.901
7/7/2021,7.162,11.696,2.074,278,2.646,172.5,5.22,0.1317,81.5,45.12,36.26,4.519,4.172,23.420788,51.18,1.783,3.588,2.522,5.687,103.0,111.25,10.514,187.35,31.06,14.76,24.685,417.95,10.874,268.4853936,2.3035,300.3,64.8,46.79,9.492,218.0770237,93.44,37.97,18.96,654,0.5604,3.145,114.3,112.0,93.73140488,255.0,451.4,161.84,191.8,9.746
7/8/2021,7.0388,11.508,2.002,270.4,2.551,167.64,5.049,0.1286,80.4,44.52,34.97,4.275,4.107,23.170744,49.715,1.725,3.552,2.477,5.587,101.1,112.5,10.186,184.7,30.44,14.65,23.915,410.6,10.592,264.360618,2.236,299.1,64.12,45.615,9.246,211.4539437,91.1,36.98,18.62,654,0.5414,3.0575,113.1,110.15,93.06079998,245.5,446.0,161.46,191.0,9.437
7/9/2021,7.283,11.794,2.08,276.5,2.699,173.36,5.227,0.1347,81.0,45.3,35.54,4.419,4.247,23.274929,50.93,1.764,3.708,2.555,5.706,101.8,113.6,10.5,186.95,31.09,14.95,24.775,414.1,10.876,272.6101692,2.284,306.5,66.3,46.71,9.379,217.9693314,92.26,37.46,18.89,671,0.5676,3.1295,114.9,111.75,94.4594902,253.2,454.1,163.8,197.7,9.745
7/12/2021,7.2801,11.768,2.09,281.5,2.695,172.72,5.258,0.1323,81.5,44.6,36.19,4.353,4.259,23.4728805,51.04,1.772,3.646,2.571,5.696,102.0,113.5,10.594,191.4,31.2,15.045,24.8,412.85,10.838,274.7663019,2.3055,312.3,65.92,47.17,9.45,222.7077951,90.62,36.66,19.01,687,0.5708,3.139,117.4,112.95,95.6090986,242.9,454.8,164.66,206.4,9.716
7/13/2021,7.1417,11.584,2.025,280.7,2.669,170,5.148,0.1297,81.3,44.82,36,4.265,4.195,23.254092,50.83,1.7115,3.624,2.508,5.579,101.4,113.4,10.386,187.6,30.75,14.705,24.56,412.2,10.662,272.3289345,2.27,315.9,65.46,46.75,9.399,216.8924078,91.0,36.95,18.77,691,0.5452,3.0835,118.3,112.7,95.16841538,241.9,448.7,164.34,203.6,9.551
7/14/2021,7.1634,11.654,2.024,255.1,2.628,170.7,5.17,0.1317,81.0,45.3,36,4.27,4.3,23.066559,51.14,1.704,3.64,2.496,5.585,100.0,112.8,10.406,186.05,30.89,14.515,24.67,411.05,10.734,265.4855568,2.2845,310.0,65.36,46.935,9.479,220.4462556,92.18,37,18.87,688,0.5468,3.104,119.8,113.55,95.68573916,245.0,446.2,164,201.8,9.627
7/15/2021,7.0881,11.562,2.006,260.2,2.627,169.12,5.196,0.1292,80.9,44.54,35.62,4.219,4.284,23.212418,50.72,1.69,3.554,2.504,5.605,99.35,112.35,10.41,184.65,30.93,14.31,24.755,408.75,10.692,265.8605364,2.256,307.5,65.32,46.56,9.525,220.3385632,91.02,37.29,18.88,690,0.5494,3.121,119.9,116.8,96.32760385,242.7,440.5,164.36,201.0,9.529
7/16/2021,7.0236,11.45,1.953,257.5,2.57,165.42,5.09,0.1245,80.9,43.96,35.46,4.094,4.213,22.6602375,49.88,1.6355,3.486,2.442,5.481,99.35,110.95,10.196,180.85,30.66,14.355,24.145,403.25,10.456,264.5481078,2.232,300.3,64.02,45.72,9.535,215.1693301,93.0,37.22,18.51,679,0.5272,3.038,116.8,117.45,94.9384937,240.0,434.7,169.12,195.8,9.4
7/19/2021,6.7453,11.096,1.826,252.1,2.488,159.32,4.914,0.1182,79.5,42.88,34.49,3.968,4.109,21.983035,47.79,1.5525,3.366,2.373,5.307,96.25,107.4,9.88,175.0,29.71,13.835,23.04,391.8,10.08,253.6736994,2.1375,292.5,61.9,43.5,9.215,206.9308647,89.94,36.7,18.05,651,0.5066,2.9345,112.8,112.15,91.4896685,233.6,419.1,161.96,189.9,9.063
7/20/2021,6.6866,11.262,1.824,247.7,2.542,161.66,5.026,0.1191,80.7,44.12,34.65,4.046,4.213,22.170568,48.695,1.565,3.476,2.394,5.364,97.35,108.15,10.07,175.0,30.47,13.84,23.37,395.8,10.26,256.3923015,2.179,294.7,63.78,44.085,9.303,207.6847112,90.12,36.83,18.19,662,0.5126,2.9545,114.9,112.8,91.3938678,236.5,421.3,162.48,191.6,9.186
7/21/2021,6.9714,11.624,1.93,255.5,2.61,167.2,5.224,0.1239,80.7,44.36,35.16,4.104,4.31,23.254092,50.23,1.585,3.564,2.494,5.506,98.4,111.7,10.5,175.0,31.18,14.155,24.14,401.85,10.558,264.4543629,2.2365,296.9,66.46,45.64,9.651,214.9000992,93.18,37.99,18.64,678,0.534,3.07,117.4,114.4,92.62011676,247.6,429.6,163.66,194.1,9.467
7/22/2021,6.8953,11.546,1.8955,265.3,2.586,165.32,5.251,0.1218,80.9,45.06,35.1,4.105,4.382,24.108409,49.98,1.613,3.596,2.491,5.45,95.95,112.9,10.422,175.0,31.31,14.2,24.03,400.7,10.452,253.5799545,2.2505,299.2,66,45.23,9.672,209.1385581,91.42,37.42,18.59,698,0.5226,3.0785,116,113.9,91.89203144,241.0,428.7,163.78,195.7,9.486
7/23/2021,6.9547,11.672,2.007,267.2,2.627,167.12,5.366,0.1229,80.1,46,34.7,4.246,4.49,23.775017,50.57,1.6145,3.63,2.53,5.448,95.3,108.05,10.564,175.0,31.57,14.42,24.47,401.6,10.53,259.2983934,2.285,297.5,66.36,45.885,9.783,214.4154836,91.88,37.17,18.81,704,0.5352,3.126,115.5,114.65,92.17943354,243.8,431.7,164.2,194.7,9.655
7/26/2021,7.1236,11.874,2.079,267.4,2.648,169.44,5.48,0.128,80.1,48.28,35.37,4.38,4.609,23.775017,51.71,1.639,3.816,2.58,5.525,96.4,112.5,10.658,176.0,32.25,14.615,24.905,402.9,10.89,258.2671995,2.3375,305.1,67.64,46.555,9.999,217.2154849,91.9,37.36,19.21,714,0.5572,3.189,117.4,115.35,93.34820208,242.8,433.5,165.96,199.4,9.818
7/27/2021,7.0888,11.744,2.059,267.8,2.613,169.38,5.443,0.1218,80.4,48.54,34.63,4.362,4.56,23.5562285,51.24,1.62,3.768,2.579,5.376,94.25,110.4,10.62,175.8,31.83,14.735,24.66,403.3,10.706,255.7360872,2.3135,304.0,67.62,46.52,9.958,217.1077925,91.18,36.9,19.26,717,0.5588,3.1555,115.9,114.9,93.3098818,240.9,432.3,166.82,198.2,9.62
7/28/2021,7.0881,11.718,2.045,269.2,2.628,172.76,5.372,0.1208,79.6,48.66,34.66,4.399,4.551,23.7020875,51.16,1.6215,3.838,2.55,5.357,93.7,110.1,10.5,178.5,31.68,14.87,24.56,396.6,10.772,257.4234954,2.32,304.1,67.56,46.78,9.959,217.0001002,93.34,37.99,19.17,716,0.5602,3.0595,116.8,115.35,92.48599578,254.3,431.8,167.2,196.0,9.633
7/29/2021,7.2257,11.88,2.075,274.4,2.632,176.22,5.412,0.1228,80.5,48.76,35.19,4.461,4.618,23.608321,52.07,1.626,3.792,2.613,5.45,94.05,111.1,10.818,181.95,32.36,15.33,24.94,401.0,10.968,265.0168323,2.347,306.1,68.44,46.2,9.99,220.6616403,94.24,37.88,19.35,712,0.5778,3.138,116.1,116.5,93.36736222,259.0,436.8,168.8,196.1,9.833
7/30/2021,7.1185,11.76,2.072,278.8,2.534,174.5,5.411,0.12,80.9,47.96,35.01,4.476,4.607,24.400127,51.45,1.6465,3.718,2.505,5.44,94.15,110.0,10.658,181.05,32.71,15.115,24.725,397.45,10.846,256.4860464,2.3315,304.6,67.9,45.635,9.9,217.9693314,94.12,37.84,19.96,712,0.5864,3.0875,115.7,116.55,93.0224797,256.3,432.0,167.76,192.1,10.108
8/2/2021,7.1714,11.724,2.097,285,2.524,175.9,5.45,0.1195,80.7,48.88,34.91,4.48,4.586,23.983387,50.95,1.646,3.73,2.512,5.412,94.8,111.3,10.518,181.8,33.35,14.8,24.865,396.15,10.834,260.1420975,2.3145,310.7,68.08,46.235,9.921,220.2308709,96.08,37.77,19.84,715,0.587,3.066,116.7,116.85,93.27156152,257.9,436.7,167.84,194.4,9.91
8/3/2021,7.1888,11.788,2.172,298.2,2.488,176.36,5.57,0.1202,81.3,48.5,34.97,4.83,4.618,23.4103695,51.4,1.6235,3.728,2.561,5.442,95.3,109.65,10.472,181.35,33.31,14.915,26.45,398.05,10.954,267.7354344,2.3265,306.4,67.9,46.85,10.02,223.3539492,95.1,37.63,19.67,720,0.5942,3.103,116.7,117.8,93.38652236,253.3,441.0,168.42,193.2,9.88
8/4/2021,7.2511,11.97,2.22,300.7,2.545,178.84,5.664,0.1217,81.0,48.44,35.01,4.882,4.669,23.649995,52.01,1.634,3.702,2.556,5.126,96.75,110.35,10.5,183.0,33.46,15.405,27.205,400.4,11.034,266.6104956,2.34,306.8,68.68,47.305,10.092,226.58472,99.0,38.11,19.9,723,0.5876,3.1355,117.7,118.3,93.99964684,259.3,445.0,169.14,193.3,9.908
8/5/2021,7.3989,11.934,2.24,306.6,2.551,179.72,5.653,0.1237,82.0,49.06,35.5,4.906,4.701,24.79603,52.41,1.634,3.71,2.574,5.181,97.55,110.3,10.632,184.8,33.53,15.55,27.135,402.9,11.166,271.9539549,2.345,308.1,70.14,45.905,10.146,227.2308741,98.6,38.2,20.18,734,0.599,3.15,117.5,119.1,94.76605244,259.8,451.2,170,196.3,10.16
8/6/2021,7.6236,12.282,2.283,309.4,2.738,182.66,5.762,0.1254,82.3,49.52,35.81,5.104,4.82,24.8897965,54,1.808,3.806,2.645,5.31,97.2,111.4,10.784,187.65,34.35,15.95,27.535,409.85,11.542,267.2667099,2.3985,318.3,71.4,46.58,10.184,232.2924149,99.44,38.85,20.64,739,0.6162,3.2265,119.8,118.85,95.1300951,265.7,459.2,170.02,203.0,10.408
8/9/2021,7.7163,12.288,2.277,313,2.747,184.38,5.76,0.1267,82.1,49.78,36.11,5.12,4.85,24.3897085,54.21,1.804,3.85,2.637,5.445,97.25,112.4,10.904,189.2,34.64,16.135,27.59,410.75,11.538,268.3916487,2.4045,322.4,71.36,46.64,10.202,233.6924156,102.45,39.68,20.78,744,0.6164,3.235,118.6,119.2,95.47497762,269.0,464.0,169.76,206.8,10.46
8/10/2021,7.7178,12.252,2.32,315.1,2.724,185.38,5.826,0.125,82.2,49.82,36.01,5.048,4.794,24.58766,54.02,1.797,3.788,2.642,5.396,96.6,112.2,10.896,187.85,34.95,16.22,27.415,409.95,11.55,265.5793017,2.408,322.7,71.88,46.64,10.226,233.9078003,103.4,39.21,20.76,753,0.6106,3.2605,121,119.4,95.39833706,272.1,461.2,170.62,208.6,10.492
8/11/2021,8.3816,12.324,2.403,320,2.828,186.5,5.905,0.1247,83.0,50.45,36.44,5.242,4.869,24.629334,54.77,1.85,3.87,2.651,5.467,97.45,112.7,10.964,189.55,35.39,16.39,27.63,412.7,11.646,270.7352712,2.449,326.9,71.76,46.485,10.274,237.0308786,104.3,40.1,20.88,754,0.6182,3.2955,120.2,119.35,95.62825874,276.7,466.4,171.32,211.8,10.744
8/12/2021,8.3715,12.242,2.439,321.2,2.793,184.26,5.889,0.1284,82.2,50,36.47,5.254,4.861,24.2230125,54.32,1.837,3.818,2.636,5.455,96.85,113.5,10.886,188.65,35.18,16.24,27.465,409.95,11.59,268.3916487,2.439,328.1,70.82,46.555,10.21,236.2770321,103.05,39.68,20.98,744,0.615,3.2755,121,119.05,95.8965007,274.1,461.5,170.88,210.0,10.65
8/13/2021,8.5236,12.294,2.475,322.3,2.789,185.1,5.861,0.1271,83.2,50.5,36.82,5.3,4.879,24.191757,54.38,1.8275,3.814,2.648,5.457,97.5,114.05,10.974,188.9,35.09,16.18,27.455,411.5,11.702,269.2353528,2.448,329.4,71.44,46.23,10.238,236.3847245,104.7,39.64,21.16,741,0.613,3.2635,122,119.6,97.2377105,274.6,464.9,170.78,210.4,10.648
8/16/2021,8.4628,12.184,2.429,310.1,2.744,182.92,5.816,0.1235,82.2,50.05,36.82,5.232,4.841,23.920876,53.85,1.805,3.8,2.612,5.299,96.65,113.1,10.802,188.5,34.78,16.095,26.985,405.2,11.65,269.3290977,2.4215,324.1,71,45.63,10.092,234.2308773,104.2,39.55,20.96,730,0.6032,3.201,122.4,117.4,95.74321958,273.5,456.2,169.06,208.2,10.51
8/17/2021,8.4497,11.948,2.363,303.2,2.691,182.22,5.673,0.1221,81.1,49.46,36.79,5.074,4.794,23.7645985,52.86,1.773,3.698,2.572,5.162,97.0,110.6,10.686,188.05,34.28,15.945,26.4,405.85,11.546,266.4230058,2.3885,300.3,70.5,44.99,10.024,231.0001066,104.45,40.04,20.84,726,0.585,3.1425,122.1,117.35,94.68941188,273.4,452.1,169,203.4,10.324
8/18/2021,8.4917,11.976,2.39,310.6,2.717,182.4,5.795,0.1267,82.3,50.65,37,5.144,4.92,24.0354795,53.34,1.785,3.732,2.626,5.282,98.2,109.95,10.786,189.0,34.5,16.25,26.555,405.45,11.534,270.1728018,2.4075,287.3,71.06,44.665,10.046,230.1385678,104.3,39.73,21.08,732,0.6016,3.1565,121.5,115.95,94.11460768,275.5,454.6,168.34,201.8,10.41
8/19/2021,8.383,11.73,2.4,305.2,2.646,178.9,5.589,0.1252,81.8,49.08,36.75,5.062,4.804,23.5770655,51.91,1.756,3.712,2.573,5.18,97.25,108.05,10.49,186.75,33.64,15.935,25.75,394.1,11.298,264.360618,2.3565,277.0,69.66,43.83,9.78,227.9847206,102.45,38.96,20.54,727,0.5874,3.0725,119.3,114.15,93.0224797,269.4,444.9,166.78,199.3,10.128
8/20/2021,8.3483,11.75,2.44,309.2,2.657,179.32,5.554,0.1232,81.7,48.88,36.52,5.126,4.791,23.33744,52.1,1.75,3.698,2.571,5.161,96.8,108.3,10.46,185.35,33.2,15.735,25.755,396.15,11.338,266.5167507,2.369,280.0,70.04,43.985,9.942,229.1693365,102.15,38.81,20.26,735,0.583,3.076,119.5,116.55,94.01880698,270.8,447.7,169.34,197.9,10.168
8/23/2021,8.412,11.956,2.48,308,2.703,180.6,5.583,0.1256,80.3,49.44,36.71,5.108,4.856,23.399951,52.71,1.7875,3.754,2.609,5.19,66.9,109.6,10.494,187.0,33.45,15.865,26.055,395.25,11.438,269.7978222,2.386,281.7,70.98,43.955,10.012,229.1693365,102.6,39.89,20.4,746,0.5902,3.1215,119.3,116.7,94.2678888,274.6,450.0,169.58,199.3,10.366
8/24/2021,8.4439,12.038,2.5,304.4,2.695,181.82,5.5,0.1248,80.1,49.1,36.65,5.106,4.87,23.233255,53.07,1.794,3.78,2.605,5.235,69.3,109.45,10.646,187.65,33.4,15.895,26.21,390.4,11.504,274.9537917,2.38,279.9,71.46,43.76,10.064,229.600106,103.1,40.1,20.28,747,0.5898,3.114,118.9,116.35,93.96132656,270.9,448.0,168.44,197.1,10.452
8/25/2021,8.5352,12.204,2.555,313.5,2.789,185.14,5.707,0.1309,79.7,50.5,37.01,5.3,4.988,23.5353915,54.15,1.8315,3.912,2.659,5.363,67.7,110.2,10.818,188.75,34.15,15.985,26.85,398.8,11.662,275.3287713,2.39,282.3,72.52,44.515,10.048,232.4001073,104.4,40.98,20.56,762,0.6136,3.2,119.7,117.5,94.24872866,280.0,461.9,169.34,190.0,10.78
8/26/2021,8.499,12.122,2.581,317.1,2.753,184.54,5.613,0.1322,79.1,50.5,36.91,5.286,4.945,23.33744,53.67,1.8075,3.922,2.64,5.293,66.85,109.7,10.572,189.25,33.7,15.87,26.595,395.45,11.662,277.2036693,2.364,281.0,71.88,44.225,10.032,234.2308773,103.85,40.36,20.44,758,0.609,3.156,119.7,117.65,94.842693,278.0,459.1,168.34,187.0,10.67
8/27/2021,8.5077,12.114,2.58,324.6,2.799,185.8,5.58,0.1297,78.0,50.45,37.23,5.29,5.01,23.2853475,53.46,1.836,3.89,2.651,5.271,66.85,109.55,10.522,189.95,33.5,15.99,26.68,394.95,11.662,279.4535469,2.378,282.3,71.78,44.09,10.096,235.5231856,104.6,40.78,20.44,758,0.613,3.166,118.9,117.5,94.44033006,282.7,457.8,168.18,185.5,10.676
