Dates,ABN NA Equity,ACA FP Equity,AIBG ID Equity,AZA SS Equity,BAMI IM Equity,BARC LN Equity,BBVA SQ Equity,BCP PL Equity,BCVN SE Equity,BG AV Equity,BGN IM Equity,BIRG ID Equity,BKT SQ Equity,BMPS IM Equity,BNP FP Equity,BPE IM Equity,BPSO IM Equity,CABK SQ Equity,CBK GY Equity,CMBN SE Equity,DANSKE DC Equity,DBK GY Equity,DNB NO Equity,EBS AV Equity,FBK IM Equity,GLE FP Equity,HSBA LN Equity,INGA NA Equity,INVP LN Equity,ISP IM Equity,JYSK DC Equity,KBC BB Equity,LLOY LN Equity,NDA FH Equity,NWG LN Equity,PEO PW Equity,PKO PW Equity,RBI AV Equity,RILBA DC Equity,SAB SQ Equity,SAN SQ Equity,SB1NO NO Equity,SEBA SS Equity,SHBA SS Equity,SPL PW Equity,STAN LN Equity,SWEDA SS Equity,SYDB DC Equity,UCG IM Equity
7/3/2024,15.159,13.26,4.966,261.7,6.282,218.15,9.594,0.3574,95.7,62.3,37.6,9.618,7.59,4.885,62.73,5.044,6.895,5.006,14.58,78.0,204.5,15.744,211.2,46.14,14.275,22.955,685.3,16.46,587.5,3.564,544.5,66.28,55.88,11.3,321.5,167.75,61.7,17.05,1160,1.8625,4.4185,132.4,156.0,101.95,546.8,722.6,216.7,365.8,36.355
7/4/2024,15.1542,13.56,5.09,265.5,6.322,224.35,9.606,0.364,95.85,64.25,37.9,9.944,7.784,4.932,63.92,5.146,6.96,5.134,14.67,77.6,207.2,15.87,211.8,46.38,14.635,23.525,691.3,16.588,585.5,3.5795,555.0,67.14,57.28,11.365,325.8,167.8,61.86,17.37,1165,1.8855,4.507,132.8,157.7,103.2,551.6,739.2,220.1,371.2,37.025
7/5/2024,15.0677,13.625,4.998,263.1,6.294,220.55,9.614,0.3623,96.25,64.35,37.74,9.748,7.636,4.837,63.66,5.08,6.875,5.074,14.735,76.6,204.8,15.664,209.6,46.22,14.825,23.675,673.6,16.508,589.5,3.5495,546.5,66.9,58.28,11.14,324.8,165.95,61.04,17.31,1152,1.8725,4.445,132,156.55,102.45,541.8,723.0,218.9,363.8,37.015
7/8/2024,15.0245,13.56,5.165,262,6.37,222.05,9.574,0.3695,95.15,64.9,37.78,10.09,7.584,4.977,62.54,5.294,7.045,5.106,14.765,77.25,204.9,15.472,209.5,46.38,15.055,23.375,672.9,16.562,596,3.566,543.0,67.02,59.02,10.985,329.4,168.55,61.46,17.49,1153,1.871,4.4475,133.2,154.45,100.95,554.2,717.4,215.8,363.0,37.13
7/9/2024,14.9764,13.385,5.185,261,6.344,216.75,9.5,0.369,96.0,63.75,37.62,10.055,7.564,4.951,61.07,5.248,6.995,5.092,14.585,78.5,202.6,15.398,204.5,45.39,14.83,22.855,669.5,16.556,588.5,3.553,541.0,66.58,57.84,10.74,322.6,168.2,61.7,17.2,1150,1.845,4.3845,128.8,153.05,100.0,557.4,709.2,211.4,363.8,36.725
7/10/2024,15.4761,13.44,5.215,263.2,6.312,219.55,9.662,0.3771,96.85,64,37.9,10.15,7.544,5.01,61.62,5.272,7.07,5.196,14.63,78.05,205.1,15.43,205.0,45.92,15.065,23.095,670.5,16.686,597,3.5745,544.0,67.44,58.1,10.815,322.7,167.45,61.42,17.08,1153,1.8725,4.4975,129.2,154.0,101.65,554.0,721.4,214.6,368.2,37.11
7/11/2024,15.3704,13.505,5.19,266.5,6.218,222.6,9.71,0.3771,96.95,66.1,38.26,10.195,7.514,4.945,62.02,5.2,7.05,5.176,14.565,78.45,205.9,15.316,217.0,46.6,15.14,23.275,669.4,16.68,602.5,3.591,548.0,68.2,59.14,10.915,326.8,169.95,61.36,17.05,1164,1.889,4.4625,130.8,158.2,103.0,556.8,719.4,218.8,371.2,36.635
7/12/2024,15.2839,13.575,5.135,247.7,6.218,222.45,9.786,0.3751,97.1,66.3,38.28,10.185,7.7,4.94,62.44,5.176,7.01,5.222,14.505,77.75,206.0,15.304,218.3,46.54,15.15,23.605,671.1,16.772,599,3.6195,546.5,68.4,59.1,10.99,323.6,170.2,61.28,17.44,1161,1.907,4.509,132.4,159.1,103.25,562.6,723.4,220.4,370.0,37.115
7/15/2024,15.2647,13.63,5.21,240.3,6.236,225.75,9.814,0.38,95.9,65.65,38.52,10.21,7.66,4.96,62.74,5.126,6.98,5.234,14.42,77.4,202.0,15.254,217.8,46.67,15.25,23.535,663.8,16.638,599.5,3.608,533.0,68.38,58.8,10.57,322.8,171.9,61.18,17.4,1146,1.902,4.451,131.4,156.0,102.3,568.8,727.4,216.6,364.0,37.14
7/16/2024,15.2214,13.695,5.285,244.9,6.284,227.35,9.68,0.3969,95.2,65.9,38.96,10.195,7.83,4.968,62.57,5.196,7.145,5.296,14.9,77.15,199.7,15.11,217.4,47.11,15.75,23.355,664.0,16.708,597.5,3.623,530.0,68.68,58.5,10.515,326.7,165.3,59.68,17.28,1153,1.892,4.4405,133,160.2,102.05,548.0,726.2,213.8,362.0,37.42
7/17/2024,15.3512,13.72,5.3,242.7,6.32,230.7,9.818,0.3855,95.45,65.4,38.78,10.18,7.822,4.923,63.03,5.224,7.135,5.354,14.93,77.15,200.2,15.224,216.8,46.48,15.63,23.63,666.7,16.97,593,3.648,530.0,68.42,58.78,10.52,328.4,162.0,58.88,17.53,1148,1.929,4.474,133.2,158.9,109.2,537.8,736.4,215,361.8,37.64
7/18/2024,15.7884,13.915,5.28,239,6.356,228.6,9.948,0.3871,95.45,66.9,39.24,10.22,8.19,4.943,63.65,5.252,7.145,5.43,15.36,77.2,199.55,15.294,217.4,46.15,15.74,23.93,663.5,16.968,583.5,3.6675,531.0,67.7,59.2,10.63,336.3,164.25,61,17.79,1150,1.9515,4.488,134.6,162.65,107.55,546.4,730.4,220.5,360.4,37.655
7/19/2024,15.6154,13.88,5.385,239.1,6.356,228.65,9.88,0.3876,93.5,66.4,38.76,10.155,8.292,4.916,63.05,5.268,7.07,5.452,15.235,77.6,214.9,15.01,218.8,46.63,15.765,23.75,660.1,16.826,579.5,3.645,534.5,67.62,59.14,10.525,335.5,163.6,60.16,17.6,1165,1.943,4.4345,135.6,160.9,106.95,548.2,725.0,220.3,364.6,37.52
7/22/2024,15.7211,13.96,5.355,241.4,6.512,230.85,10.085,0.3939,95.35,67.2,39.26,10.445,8.25,5.09,64.53,5.446,7.23,5.512,15.58,78.35,209.4,15.47,222.1,46.81,16.08,23.95,667.6,17.066,587,3.715,545.0,68.52,58.98,10.795,338.6,166.5,60.8,17.57,1192,1.997,4.531,136,163.05,107.55,546.0,730.4,223.7,369.6,38.655
7/23/2024,15.9374,14.04,5.42,239.4,6.544,230.5,10.195,0.3934,94.8,67.75,40.14,10.585,8.27,5.09,64.69,5.426,7.21,5.558,15.525,78.75,212.8,15.682,221.8,47.03,16.1,24.055,666.1,17.09,585.5,3.744,544.5,70.1,59.52,10.685,340,163.1,59.4,17.65,1191,2.038,4.5665,137.4,162.9,107.0,539.4,724.6,225,371.0,39.02
7/24/2024,15.8797,13.985,5.39,235.8,6.55,228.4,10.1,0.3934,93.9,67.45,39.92,10.55,8.226,5.14,64.08,5.506,7.11,5.534,15.34,76.5,212.7,14.378,220.0,47,16.075,24.02,663.0,17.03,588.5,3.725,545.0,70.9,59.66,10.61,337.5,162.25,59.28,17.6,1181,2.022,4.705,138.8,159.9,106.3,539.8,721.4,224.2,368.8,39.1
7/25/2024,15.7596,13.87,5.32,233.3,6.488,227.9,10.025,0.3896,92.5,66.3,40.68,10.285,8.056,4.999,64.56,5.432,7.04,5.448,15.25,75.3,209.2,14.422,221.0,47.57,16.045,23.92,661.0,16.942,591.5,3.6995,544.0,70.86,60.64,10.62,338.1,160.9,59.2,17.5,1180,1.9985,4.554,136.8,161.55,106.7,527.8,721.8,224.7,365.6,38.05
7/26/2024,15.7836,13.885,5.315,235.9,6.402,231.4,10.035,0.3845,93.0,66.55,40.38,10.445,8.066,4.95,64.46,5.422,7.085,5.416,15.06,75.05,209.3,14.418,222.5,47.75,16.095,23.95,665.2,17.018,608.5,3.7045,551.5,71.14,60.66,10.66,361.9,160.65,59.14,17.47,1195,1.994,4.53,136.2,162.9,107.45,526.8,723.0,226.2,366.6,37.84
7/29/2024,15.7163,13.9,5.33,240.4,6.37,232.75,10.03,0.3861,92.8,66.5,40.46,10.41,7.96,4.922,63.91,5.38,6.945,5.362,14.875,76.35,210.4,14.32,224.5,47.83,15.975,23.695,670.0,16.864,599,3.6675,556.5,71.38,61.1,10.685,371.4,163.0,59.36,17.64,1201,1.994,4.468,139.6,163.4,108.0,530.0,726.8,226.5,366.8,37.89
7/30/2024,15.6779,13.925,5.36,240.8,6.48,234.05,10.175,0.3864,93.05,68.1,40.56,10.415,7.94,5.054,64.24,5.5,7.27,5.424,15.07,76.95,212.5,14.614,225.2,48.36,16.14,23.895,676.9,16.832,613,3.7975,569.0,71.86,59.7,10.825,366.7,160.1,58.4,18.29,1227,2.014,4.512,140.2,164.85,108.75,521.6,770.0,228,374.4,38.34
7/31/2024,15.4857,14.03,5.3,239.7,6.4,233.8,9.704,0.3898,93.4,67.45,40.2,10.475,7.888,5.04,63.46,5.402,7.04,5.386,15.09,76.75,211.0,14.436,225.5,48.08,15.7,23.98,704.0,16.75,615.5,3.7505,563.0,71.64,59.58,10.82,368.1,160.4,58.96,18.01,1222,1.952,4.455,140.2,165.0,108.2,522.0,767.2,228,372.0,37.955
8/1/2024,14.6737,13.97,5.18,235.9,6.096,222.9,9.21,0.3757,93.4,66.45,39.72,9.776,7.626,4.7,61.46,5.124,6.73,5.184,14.275,76.75,206.3,13.994,223.6,46.41,15.155,21.83,658.5,16.104,605.5,3.6035,543.0,69.44,56.16,10.6,338.4,156.0,57.96,17.72,1159,1.8425,4.2575,139.8,159.95,105.25,508.4,721.4,221.8,354.4,35.79
8/2/2024,14.1932,13.185,4.994,230.9,5.85,209.1,8.874,0.3578,91.4,63.45,38.56,9.164,7.214,4.479,59.66,4.889,6.44,4.883,13.615,75.8,199.35,13.174,218.5,44.47,14.67,20.535,636.3,15.7,582,3.4445,528.0,65.16,55.34,10.26,325.6,151.5,55.88,16.62,1135,1.766,4.049,136,152.0,102.1,502.0,689.0,215,343.0,34.0
8/5/2024,13.804,12.96,4.784,225.1,5.728,206.2,8.694,0.36,89.95,61.75,37.3,9.192,7.114,4.338,58.6,4.757,6.29,4.776,13.285,73.8,194.55,12.836,209.8,43.55,14.255,20.185,625.8,14.926,572,3.411,511.5,64.46,54.56,10.145,322.4,145.8,54.06,16.03,1092,1.713,3.985,132.6,147.75,100.15,485.9,686.8,205.9,332.8,33.135
8/6/2024,13.8761,12.86,4.85,228.8,5.728,208.2,8.62,0.3605,89.7,62.05,37,9.192,7.11,4.715,57.83,4.673,6.235,4.768,13.18,73.7,193.5,12.838,210.0,43.89,14.065,20.105,628.0,14.784,568,3.362,506.5,64.08,55.16,10.05,323,142.0,52.68,16.12,1088,1.7205,3.964,132.4,145.35,98.82,472.2,687.0,202.3,329.6,32.6
8/7/2024,14.6497,13.13,5.01,235.7,5.846,214.75,8.86,0.3728,92.9,64.6,37.68,9.532,7.274,5.032,59.46,4.725,6.285,4.943,12.69,75.6,197.45,13.038,215.2,45.65,14.57,20.5,640.6,15.178,573,3.455,515.0,65.6,57.0,10.27,334.6,144.5,49.84,16.27,1100,1.7795,4.069,136,149.3,100.65,474.8,706.2,207.3,336.4,34.16
8/8/2024,14.4767,13.145,4.958,233.5,5.758,214,8.816,0.3728,92.5,64.4,37.56,9.402,7.292,5.026,59.42,4.747,6.275,4.938,12.295,75.9,197.5,13.09,213.9,45.27,14.275,20.425,639.6,15.14,575,3.4435,515.5,66.06,57.08,10.35,328.4,143.75,50.72,16.29,1097,1.7725,4.065,131,149.9,101.15,476.5,701.0,207.6,337.8,34.18
8/9/2024,14.5584,13.13,5.015,238,5.798,218.25,8.898,0.3772,92.65,65.3,37.8,9.5,7.284,5.056,59.25,4.778,6.34,4.953,12.305,76.2,198.15,13.292,214.4,45.93,14.3,20.43,642.5,15.204,576.5,3.452,516.5,66.72,56.96,10.435,333,145.0,51.92,16.35,1106,1.78,4.099,129.2,150.85,101.85,482.5,715.4,208.9,338.2,34.445
8/12/2024,14.6929,13.205,4.996,235.5,5.782,220.1,8.924,0.3778,92.4,64.4,38.08,9.412,7.294,5.17,59.25,4.765,6.395,4.979,12.42,75.85,198.45,13.308,214.7,46.1,14.435,20.52,643.9,15.232,579.5,3.4705,519.0,66.58,56.8,10.42,334.6,150.55,54.04,16.61,1120,1.788,4.089,131,150.7,102.15,493.0,722.0,207.1,342.2,34.57
8/13/2024,14.765,13.235,5.05,238.2,5.802,219.25,8.97,0.3822,92.85,65.3,38.4,9.5,7.348,5.148,59.27,4.706,6.38,5.04,12.305,76.3,199.5,13.3,216.9,46.08,14.285,20.535,645.5,15.33,581,3.4645,521.5,66.96,56.9,10.42,337.2,150.6,53.72,16.54,1113,1.791,4.113,132.6,151.2,102.55,495.6,731.8,208.2,341.0,34.635
8/14/2024,14.825,13.305,5.025,240.5,5.822,221.6,8.958,0.3879,92.9,66.6,38.82,9.556,7.418,5.132,59.75,4.783,6.55,5.108,12.31,76.35,200.5,13.38,220.8,46.81,14.315,20.56,649.8,15.34,586.5,3.489,525.0,67.66,57.32,10.38,340.3,153.6,54.7,16.82,1121,1.793,4.1,134.6,152.0,103.3,495.5,733.6,209.4,342.8,35.05
8/15/2024,15.145,13.465,5.195,243.3,5.822,227.75,9.182,0.3937,93.95,67.5,38.82,10.1,7.62,5.132,60.47,4.783,6.55,5.286,12.685,76.7,205.0,13.81,220.6,47.5,14.315,20.96,655.8,15.73,593,3.489,532.0,70.12,58.48,10.425,345.9,153.6,54.7,16.93,1132,1.848,4.2245,135,154.2,103.45,495.5,760.8,212,348.4,35.05
8/16/2024,15.14,13.51,5.17,240.5,5.958,228.3,9.232,0.397,93.4,67.25,39.78,10.12,7.674,5.25,61.12,4.948,6.745,5.282,12.755,76.95,205.5,14.04,222.0,47.28,14.595,21.06,656.6,15.74,596,3.597,532.5,69.5,58.9,10.475,348.7,160.5,56.72,17.11,1130,1.859,4.228,136.6,155.5,103.75,519.0,762.4,212.8,345.2,36.34
8/19/2024,15.29,13.56,5.265,241.8,6.004,229,9.4,0.4004,92.85,68,39.74,10.225,7.812,5.238,61.36,5.002,6.8,5.344,12.775,77.3,206.3,14.148,223.0,47.73,14.685,21.06,663.6,15.888,598,3.614,534.5,69.7,59.22,10.58,352,160.1,57.14,17.28,1142,1.9095,4.285,136,155.75,104.25,518.2,762.0,213.5,345.2,36.67
8/20/2024,15.2,13.53,5.185,237.5,5.912,226,9.336,0.4008,92.05,66.9,39.76,10.095,7.824,5.208,60.91,4.937,6.655,5.322,12.62,76.6,205.8,13.918,221.0,47.65,14.58,20.97,651.1,15.792,590.5,3.5945,535.0,69.04,58.38,10.41,347.3,158.05,56,17.22,1129,1.9005,4.24,134.8,152.9,102.2,509.6,750.0,210.5,340.8,35.845
8/21/2024,15.195,13.58,5.24,238.6,6.026,224.85,9.36,0.3995,91.95,67.55,39.76,10.185,7.85,5.218,61.18,4.954,6.78,5.324,12.71,77.1,203.2,14.008,221.5,47.69,14.83,21.21,653.5,15.766,586.5,3.616,538.0,69.24,58.3,10.48,346.5,158.45,55.92,17.12,1123,1.903,4.2555,135.4,152.5,103.1,510.4,744.6,211.2,337.2,35.775
8/22/2024,15.295,13.6,5.295,239.8,6.018,225.4,9.348,0.3987,91.4,68.1,39.66,10.195,7.854,5.17,61.08,4.932,6.73,5.34,12.98,77.45,204.5,14.572,222.2,47.81,14.735,21.25,654.1,15.82,554.5,3.622,538.5,69.5,58.3,10.525,344.9,158.25,56.58,17.17,1128,1.895,4.2765,135.6,153.6,103.65,511.2,756.0,213.4,343.4,36.145
8/23/2024,15.435,13.715,5.28,242.4,6.084,230.45,9.44,0.4044,92.05,68.75,39.92,10.265,7.904,5.228,61.42,4.993,6.81,5.374,13.095,77.55,206.7,14.7,223.8,48.33,14.9,21.475,654.7,15.982,565.5,3.6775,541.5,69.46,59.4,10.625,345.7,159.85,57.66,17.4,1127,1.919,4.3515,135.4,155.55,104.65,516.0,765.6,216.9,350.4,36.545
8/26/2024,15.385,13.695,5.43,242.6,6.042,230.45,9.416,0.4013,91.45,68,39.66,10.36,7.91,5.226,61.45,4.95,6.76,5.382,13.055,77.35,206.8,14.606,224.3,48.67,14.885,21.36,654.7,15.99,565.5,3.663,537.5,69.42,59.4,10.56,345.7,157.45,56.82,17.4,1114,1.92,4.327,136.2,156.05,104.95,514.2,765.6,217.1,342.0,36.415
8/27/2024,15.54,13.72,5.395,241.7,6.042,230.2,9.466,0.4083,91.05,68.5,39.72,10.27,8.014,5.23,61.99,4.98,6.775,5.446,13.215,77.9,206.1,14.698,223.0,48.7,14.93,21.61,660.9,16.15,577,3.7,540.5,69.5,59.2,10.62,349.4,156.45,56.48,17.42,1109,1.931,4.4365,136,155.6,105.0,510.8,771.6,217.7,338.6,36.485
8/28/2024,15.64,13.755,5.34,240.7,5.996,223.9,9.468,0.4105,91.0,68.85,39.96,10.23,8.02,5.24,61.88,4.96,6.79,5.448,13.26,78.05,207.9,14.68,224.2,48.9,15.125,21.625,659.7,16.13,583.5,3.7015,536.5,69.5,58.18,10.625,338,156.5,56.56,17.63,1096,1.922,4.466,135.6,157.05,105.0,512.8,767.8,217.6,334.4,36.55
8/29/2024,15.585,13.8,5.345,241,6.05,226.05,9.512,0.4112,90.75,68.7,39.98,10.27,7.95,5.216,62.11,4.94,6.8,5.404,13.255,78.5,209.7,14.666,223.9,48.92,15.275,21.66,660.8,16.316,571.5,3.7285,540.0,70.42,58.34,10.625,343,157.85,57.7,17.84,1097,1.918,4.4885,133.4,157.35,105.45,518.8,776.6,218.7,340.2,36.905
8/30/2024,15.49,14.155,5.445,242.7,6.144,228.4,9.59,0.4159,90.9,69.15,40.34,10.37,7.996,5.258,62.58,5.06,6.985,5.46,13.38,78.4,210.6,14.748,224.1,49.51,15.445,21.83,666.7,16.394,579.5,3.7645,541.5,70.34,58.5,10.68,345.2,158.45,57.88,17.91,1106,1.943,4.496,136,158.0,105.9,519.6,779.4,219.4,341.8,37.38
9/2/2024,15.585,14.145,5.53,241.9,6.156,227.15,9.552,0.4204,91.35,69,40.42,10.335,8.058,5.188,62.43,5.05,6.985,5.436,13.41,78.1,211.6,14.754,222.7,49.79,15.47,21.785,665.9,16.404,579,3.7735,543.0,69.8,58.12,10.72,342.9,162.2,58.72,18.12,1102,1.947,4.4765,134.4,158.35,106.45,534.0,771.4,220.8,345.6,37.515
9/3/2024,15.435,14.01,5.4,233.6,5.97,223.05,9.276,0.411,90.3,67.6,40.06,10.115,7.94,5.024,61.68,4.906,6.765,5.31,13.09,77.3,208.4,14.516,219.2,48.53,15.43,21.545,658.4,16.24,571.5,3.7115,535.5,67.74,57.26,10.615,333.7,158.3,58.04,17.56,1090,1.8675,4.3715,132.8,155.45,105.15,520.4,754.0,218.4,340.6,36.77
9/4/2024,15.29,14.03,5.335,234,5.952,223.7,9.046,0.4138,89.2,68.5,39.98,10.045,7.93,5.02,61.92,4.883,6.83,5.288,12.735,76.65,210.4,14.48,216.5,48.38,15.505,21.48,658.7,16.084,574,3.714,537.0,67.7,57.06,10.515,335.6,157.25,58.28,17.71,1083,1.833,4.3545,132,154.55,105.3,519.0,750.0,216.6,339.8,36.76
9/5/2024,15.4,14.205,5.365,239.2,6.01,228.55,9.106,0.4112,90.25,70.9,40.02,10.135,8.026,5.05,63.61,4.915,6.86,5.374,12.875,76.9,209.7,14.948,218.0,48.51,15.58,22,660.9,16.134,577,3.751,535.5,67.34,57.58,10.685,339.2,155.7,57.96,17.99,1069,1.845,4.3875,132.8,157.1,106.15,512.4,763.6,221.1,337.4,36.83
9/6/2024,15.265,14.13,5.275,229,5.906,220.85,8.912,0.4047,88.5,69.1,39.68,9.934,7.934,4.912,62.18,4.808,6.69,5.318,12.705,75.9,207.7,14.668,215.6,47.64,15.395,21.825,648.8,15.966,565.5,3.6665,529.0,66.92,56.42,10.435,328.4,151.2,56.3,16.71,1061,1.807,4.2925,131.4,154.8,105.15,503.2,750.2,217.3,332.2,36.225
9/9/2024,15.23,14.275,5.28,231.7,5.95,224,9.034,0.4081,88.5,69.5,40.22,9.974,7.96,4.951,62.57,4.825,6.865,5.428,12.905,77.25,206.6,15.03,216.0,48.17,15.555,22.05,661.1,16.164,566,3.7265,527.0,67.54,57.26,10.585,333.8,153.75,56.86,16.97,1060,1.824,4.342,131,157.0,106.05,506.6,763.0,220.8,332.8,36.605
9/10/2024,14.95,14.16,5.25,231,5.834,216.7,8.922,0.399,87.5,68.65,40,9.908,7.92,4.851,62.18,4.744,6.655,5.388,12.6,77.0,204.9,14.292,214.7,47.48,15.305,21.805,649.0,15.99,569.5,3.689,520.0,66.32,56.48,10.41,325.8,149.3,56.58,16.74,1045,1.806,4.2465,130.6,155.15,104.75,502.8,749.8,217,325.8,36.075
9/11/2024,15.215,14.19,5.23,233.1,5.788,215.15,8.894,0.4028,87.65,68.1,39.78,9.76,7.95,4.891,62.61,4.773,6.65,5.334,14.685,77.45,204.0,14.034,212.2,46.8,15.23,21.79,649.1,16.054,565,3.6955,522.0,67.08,57.44,10.335,330.6,147.0,54.02,16.67,1042,1.8,4.246,130.2,154.3,104.15,459.8,756.0,217.3,327.2,36.155
9/12/2024,15.65,14.275,5.36,235.9,5.958,218.6,9.068,0.4082,88.4,69.75,40.14,9.88,8.024,4.992,63.47,4.877,6.77,5.474,15,76.6,205.2,14.28,213.6,47.85,15.145,22.105,655.6,16.252,575.5,3.734,524.0,67.62,57.9,10.39,332.1,148.05,55.16,16.73,1034,1.8295,4.3265,131.2,155.75,104.45,463.6,759.0,218.3,330.0,37.195
9/13/2024,15.93,14.235,5.38,238.6,5.992,221.15,9.252,0.413,88.7,69.5,40.28,9.914,7.952,5.006,63.37,4.88,6.775,5.484,15.625,77.9,205.6,14.628,215.5,48.06,15,22.145,658.7,16.436,569,3.755,527.5,68.2,58.04,10.4,336,151.95,57.18,16.99,1048,1.877,4.4055,136,155.85,102.95,459.2,763.4,217.5,332.2,36.905
9/16/2024,16.21,14.26,5.325,231.3,5.974,221,9.322,0.4078,89.15,70.3,40.26,9.79,7.93,5,63.29,4.869,6.75,5.43,15.595,78.65,205.6,14.598,214.8,47.74,15.08,22.275,654.7,16.298,578,3.739,525.5,68.94,58.16,10.375,336.6,148.85,55.82,17.1,1047,1.891,4.4405,135.4,156.8,104.3,463.0,759.4,217,332.6,37.1
9/17/2024,16.455,14.365,5.445,237.1,6.012,225,9.41,0.4157,88.8,69.5,40.14,9.95,7.888,4.924,64.45,4.88,6.795,5.38,15.535,79.0,205.2,15,213.9,47.63,15.36,22.615,661.8,16.458,587.5,3.765,528.0,70.96,58.58,10.55,341.2,149.75,56.34,17.52,1053,1.8865,4.511,133.4,157.3,105.45,466.4,769.6,218.4,336.8,37.46
9/18/2024,16.29,14.4,5.4,239.2,6.188,223.5,9.462,0.4178,88.1,69.95,40.24,10.005,7.888,4.945,64.15,4.961,6.815,5.392,15.76,78.95,204.6,14.938,214.0,47.89,15.38,22.585,658.3,16.484,582,3.768,525.5,71.44,57.88,10.48,335,150.4,56.54,17.72,1054,1.8955,4.5085,133.6,157.0,105.4,466.0,775.2,216.7,337.4,37.435
9/19/2024,16.25,14.4,5.48,248.6,6.138,227.65,9.772,0.4154,88.5,71.15,40.6,10.375,7.946,4.998,65.17,4.975,6.945,5.446,15.6,78.9,207.0,15.222,217.8,48.8,15.555,22.885,669.3,16.682,591.5,3.802,534.5,71.36,58.5,10.67,341.4,153.75,57,18.0,1085,1.942,4.6,134.6,157.5,107.15,473.9,779.6,220.4,342.2,37.9
9/20/2024,16.385,14.46,5.565,245.8,6.11,226.75,9.74,0.4189,87.05,71.5,40,10.44,7.888,4.971,64.78,4.934,6.925,5.514,15.675,78.1,205.5,15.168,216.9,48.33,15.325,22.635,660.5,16.688,564.5,3.825,526.0,70.92,58.2,10.725,337.7,149.0,55.74,18.02,1066,1.945,4.5585,135,157.0,106.8,463.7,759.4,220,337.4,37.995
9/23/2024,16.085,13.815,5.35,247.8,5.952,223.2,9.74,0.4088,86.6,70.3,40.08,10.28,7.946,4.898,62.41,4.857,6.785,5.454,14.785,77.7,203.5,15.194,215.1,47.7,15.105,22,670.7,16.544,559.5,3.753,521.0,71.02,58.1,10.625,336.1,148.5,55.74,17.98,1058,1.9545,4.4885,134.4,156.0,105.85,463.3,757.4,217.8,335.8,36.735
9/24/2024,16.27,13.955,5.37,242.3,6.068,226.4,9.724,0.4063,86.9,69.6,40.18,10.32,7.918,5.004,62.82,4.916,6.855,5.426,15.165,77.55,203.1,15.262,214.5,47.47,14.98,22.4,672.2,16.568,561.5,3.7775,521.0,70.32,59.28,10.69,341.3,151.45,57.36,17.88,1056,1.9375,4.554,134.6,156.6,106.45,469.0,780.2,218,338.0,37.26
9/25/2024,16.165,13.81,5.355,244.7,6.08,223.2,9.664,0.4045,87.55,69.95,40.36,10.27,7.988,5.006,62.31,4.917,6.84,5.478,15.29,78.15,202.2,15.218,213.0,48.25,14.905,22.15,665.8,16.29,562,3.7775,524.5,69.92,58.18,10.44,338,150.4,57.26,17.98,1065,1.94,4.5205,132.4,155.3,106.4,465.0,763.2,214.7,335.6,37.87
9/26/2024,16.46,13.995,5.49,253.3,6.276,227.05,9.954,0.4163,88.25,69.55,41.14,10.775,8.136,5.338,63.24,5.152,7.07,5.658,16.345,79.45,204.0,15.492,214.3,48.95,15.19,22.715,679.8,16.606,575,3.876,536.0,71.62,58.98,10.565,346.3,152.25,58.18,18.18,1085,2.01,4.6355,133.2,156.85,106.55,466.2,803.6,218,338.4,39.7
9/27/2024,16.37,13.96,5.3,252.4,6.23,229.25,9.936,0.4087,88.25,69.3,40.62,10.485,7.932,5.33,63.3,5.15,7.01,5.436,16.47,79.45,202.0,15.554,216.1,49.04,15.435,22.895,680.9,16.53,576.5,3.8705,530.0,71.82,59.4,10.66,346.4,152.55,58.26,18.07,1068,1.9135,4.655,134.8,155.7,104.75,467.0,807.4,217.4,333.8,39.98
9/30/2024,16.205,13.725,5.145,251.5,6.058,224.55,9.708,0.4054,87.35,69.55,40.24,10.03,7.928,5.182,61.55,5.05,6.875,5.364,16.525,78.95,201.5,15.498,216.4,49.25,15.375,22.35,669.2,16.274,569,3.8375,521.5,71.42,58.8,10.59,343.9,146.9,55.98,17.86,1056,1.909,4.6005,136.2,155.25,104.25,454.3,793.0,215.3,330.0,39.365
10/1/2024,15.665,13.665,4.854,253.6,5.792,219.7,9.3,0.387,87.05,67.15,40.02,9.352,7.55,4.999,61.14,4.815,6.655,5.076,16.27,77.8,195.9,15.346,213.2,48.6,14.935,22.065,664.7,15.968,559,3.7355,516.5,70.28,58.2,10.355,340.4,145.35,54.86,17.5,1037,1.7845,4.376,133,152.8,103.3,452.6,779.2,209.8,323.4,38.28
10/2/2024,15.705,13.595,4.858,255.5,5.802,220.2,9.254,0.3889,86.85,66.6,39.96,9.274,7.564,4.931,60.96,4.885,6.625,5.108,16.025,77.3,197.8,15.408,216.0,48.45,15.06,22.125,676.0,15.968,553.5,3.716,518.0,70.34,57.66,10.475,334.1,143.45,54.8,17.44,1046,1.7885,4.426,134.8,151.35,103.85,449.4,795.4,211.2,325.4,37.69
10/3/2024,15.575,13.475,4.82,240,5.798,219.35,9.334,0.3911,87.45,65.15,39.7,9.28,7.592,4.792,60.09,4.906,6.61,5.172,16.17,76.75,194.2,15.36,215.6,48.48,14.585,21.835,685.0,15.818,556,3.686,516.0,68.84,57.44,10.335,329.7,140.75,53.92,17.18,1035,1.8005,4.427,133.6,149.0,101.2,439.8,797.4,204.7,319.8,37.7
